run_id,elapsed_time,node_count,open_nodes,simplex_iterations,native_tree_memory_mb,source
stage2__moderate_seed3301__f0__900s,0.0168389,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage2__moderate_seed3301__f0__900s,0.0169318,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage2__moderate_seed3301__f0__900s,6.3341200000000004,0,1,13958,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage2__moderate_seed3301__f0__900s,862.00438910000003,5803,2775,1976142,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
