vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,15,29,10,0,0,10,461.3175682586855,600.0,13
0,2,15,29,30,0,8,10,2,699.0878478576874,480.0,13
0,3,29,30,37,11,0,2,13,1058.2913371382263,660.0,15
0,4,30,37,48,0,5,13,8,933.8855291056797,300.0,10
0,5,37,48,33,10,0,8,18,178.35107449949885,600.0,12
0,6,48,33,12,0,4,18,14,500.2593031249678,240.0,10
0,7,33,12,0,0,5,14,9,543.2064791569238,300.0,11
1,1,0,42,31,10,0,0,10,649.8429289731132,600.0,15
1,2,42,31,38,8,0,10,18,473.907523249361,480.0,11
1,3,31,38,1,8,0,18,26,1201.2810178858665,480.0,11
1,4,38,1,43,0,5,26,21,689.9807892905437,300.0,11
1,5,1,43,10,9,0,21,30,729.4856143675169,540.0,15
1,6,43,10,34,0,8,30,22,742.5623092752617,480.0,16
1,7,10,34,45,0,6,22,16,380.31994010704074,360.0,13
1,8,34,45,19,0,9,16,7,303.20275081082343,540.0,16
1,9,45,19,49,0,5,7,2,663.5133235286208,300.0,11
1,10,19,49,7,9,0,2,11,578.5826105528404,540.0,10
1,11,49,7,16,10,0,11,21,526.8743046772901,600.0,12
1,12,7,16,3,8,0,21,29,329.5417003625319,480.0,11
1,13,16,3,20,0,7,29,22,259.52817546567167,420.0,12
1,14,3,20,0,7,0,22,29,326.9397072414326,420.0,12
2,1,0,25,6,11,0,0,11,462.80430154765463,660.0,16
2,2,25,6,32,9,0,11,20,712.9235344696752,540.0,11
2,3,6,32,28,0,6,20,14,472.1688438857488,360.0,13
2,4,32,28,8,10,0,14,24,814.9943877404162,600.0,13
2,5,28,8,9,0,7,24,17,785.7459721698552,420.0,12
2,6,8,9,14,9,0,17,26,465.18019687351324,540.0,12
2,7,9,14,23,0,7,26,19,753.2517348918888,420.0,13
2,8,14,23,24,0,5,19,14,429.7304457963725,300.0,11
2,9,23,24,21,0,5,14,9,333.3008246145777,300.0,10
2,10,24,21,18,14,0,9,23,871.5854233427632,840.0,21
2,11,21,18,5,0,4,23,19,905.6452737815149,240.0,10
2,12,18,5,0,0,7,19,12,673.5294167806272,420.0,13
3,1,0,2,11,8,0,0,8,260.9607755702878,480.0,13
3,2,2,11,50,7,0,8,15,194.61185633072856,420.0,10
3,3,11,50,36,0,7,15,8,413.18070474520897,420.0,14
3,4,50,36,40,0,4,8,4,521.7801874203697,240.0,10
3,5,36,40,46,7,0,4,11,492.88996344475464,420.0,11
3,6,40,46,27,10,0,11,21,1214.1191177557268,600.0,14
3,7,46,27,47,0,6,21,15,415.5123295684629,360.0,14
3,8,27,47,26,0,8,15,7,395.72773802518395,480.0,15
3,9,47,26,22,0,5,7,2,753.7157127703798,300.0,10
3,10,26,22,17,8,0,2,10,221.2622583040121,480.0,13
3,11,22,17,39,9,0,10,19,211.158534660496,540.0,13
3,12,17,39,4,0,4,19,15,560.6370042748806,240.0,11
3,13,39,4,35,0,6,15,9,665.6404258240334,360.0,13
3,14,4,35,41,0,7,9,2,433.3121961127638,420.0,13
3,15,35,41,44,7,0,2,9,274.53747272399585,420.0,10
3,16,41,44,13,9,0,9,18,838.1947362873703,540.0,14
3,17,44,13,0,7,0,18,25,382.97095697834635,420.0,11
