vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,15,29,30,37,48,33,12,0]",30,4679.594744414302,3720.0,8399.594744414302,18000.0,0.4666441524674612,9
1,True,"[0,42,31,38,1,43,10,34,45,19,49,7,16,3,20,0]",30,8411.653501049019,8280.0,16691.65350104902,18000.0,0.9273140833916121,29
2,True,"[0,25,6,32,28,8,9,14,23,24,21,18,5,0]",30,7863.3384103497665,6360.0,14223.338410349766,18000.0,0.7901854672416537,12
3,True,"[0,2,11,50,36,40,46,27,47,26,22,17,39,4,35,41,44,13,0]",30,8582.582857437576,8640.0,17222.582857437577,18000.0,0.9568101587465321,25
