leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,1.601,3.00607,1,7247,0,1.601,3.00607,1,7247,0,0
L1,0,30,30.001,61.5016,159,115427,0,30.001,61.5016,159,115427,0,0
L1,1,60,60.002,109.36,577,253986,0,90.003,170.861,736,369413,0,0
L1.0,0,30,30.003,62.9349,82,81769,0,30.003,62.9349,82,81769,0,0
L1.1,0,30,30.002,63.2874,543,128214,0,30.002,63.2874,543,128214,0,0
L1.1,1,60,60,122.776,1512,490277,0,90.002,186.063,2055,618491,0,0
L1.1.0,0,30,30.002,55.1848,232,86436,0,30.002,55.1848,232,86436,0,0
L1.1.1,0,26.0987,26.103,52.2554,232,95833,0,26.103,52.2554,232,95833,0,0
