vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,6,10,6,0,0,6,224.5928413502949,360.0,11
0,2,6,10,3,9,0,6,15,259.23538307193843,540.0,13
0,3,10,3,5,0,8,15,7,301.5729296964896,480.0,15
0,4,3,5,1,14,0,7,21,392.6591808148012,840.0,31
0,5,5,1,7,0,9,21,12,332.09169704290053,540.0,18
0,6,1,7,12,0,12,12,0,366.0880955113619,720.0,22
0,7,7,12,2,9,0,0,9,245.80341792123372,540.0,13
0,8,12,2,9,16,0,9,25,193.21982523974728,960.0,30
0,9,2,9,11,0,4,25,21,254.18728942618168,240.0,10
0,10,9,11,4,8,0,21,29,216.08197756819501,480.0,11
0,11,11,4,8,0,3,29,26,194.01796531015933,180.0,9
0,12,4,8,0,0,11,26,15,276.5947726969219,660.0,23
