instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round32_multi_m_moderate_V20_M4_seed822125155.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,0.277709,0.122378,1.03554,4,19,82,58,24,"3578.02|3529.48|3567.46|3502.21",true,0.0010733,true,
round32_multi_m_moderate_V20_M4_seed822125155.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,0.285561,0.13655,0.99341,4,14,88,53,35,"3569.32|3563.28|3564.91|3541.65",true,0.0019729,false,
round32_multi_m_moderate_V20_M4_seed822125155.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,0.23154,0.111049,0.803272,4,15,94,53,41,"3569.32|3593.21|3552.35|3298.97",true,0.0027501,true,
