row,target_leaf,variant,json,progress_log_path,status,method,algorithm_preset,instance_name,input_path,gamma_L,gamma_U,time_budget_seconds,runtime_seconds,thread_fairness_class,finalization_source,solver_finalization_reached,wrapper_synthesized_final_json,lower_bound,upper_bound,gap,initial_bound,final_valid_bound,incumbent_cutoff,final_gap_to_cutoff,best_gap_seen,time_of_first_valid_bound,time_of_last_bound_improvement,number_of_bound_improvements,node_count_at_best_bound,callback_count_at_best_bound,compact_bc_best_bound_available,compact_bc_best_bound,compact_bc_bound_valid,compact_bc_best_bound_fail_reason,compact_bc_checkpoint_best_bound_available,compact_bc_checkpoint_best_bound,compact_bc_checkpoint_incumbent_available,compact_bc_checkpoint_incumbent,compact_bc_checkpoint_node_count,compact_bc_native_time_limit_param_id,compact_bc_native_time_limit_seconds,compact_bc_native_time_limit_set_rc,compact_bc_terminate_set_rc,compact_bc_terminate_triggered,compact_bc_terminate_after_seconds,compact_bc_callback_abort_requests,progress_checkpoints_written,gap_trajectory_available,plateau_detected,plateau_after_seconds,last_bound_improvement_time,callback_relaxation_calls,callback_branch_calls,callback_candidate_calls,gini_branches_created,user_cuts_added_by_family,violations_by_family,tailored_bc_callback_separation_pacing,tailored_bc_callback_expensive_separation_calls,tailored_bc_callback_expensive_separation_skips,paper_certificate_contamination,plain_cplex_benchmark_used_as_certificate,valid_checkpoint_count,progress_source_at_best,classification
moderate_seed3301_low_gini_1_plain_fixed_interval_cplex_benchmark_60s,moderate_seed3301_low_gini_1,plain_fixed_interval_cplex_benchmark,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_plain_fixed_interval_cplex_benchmark_60s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_plain_fixed_interval_cplex_benchmark_60s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-compact-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,60,95.13780450820923,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,60,0,0,True,95.13780450820923,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,plain_benchmark_no_valid_checkpoint
moderate_seed3301_low_gini_1_static_tailored_compact_bc_60s,moderate_seed3301_low_gini_1,static_tailored_compact_bc,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_static_tailored_compact_bc_60s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_static_tailored_compact_bc_60s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,60,95.09903359413147,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,60,0,0,True,95.09903359413147,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,mixed_behavior
moderate_seed3301_low_gini_1_callback_tailored_bc_gini_auto_60s,moderate_seed3301_low_gini_1,callback_tailored_bc_gini_auto,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_callback_tailored_bc_gini_auto_60s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_callback_tailored_bc_gini_auto_60s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,60,95.09474563598633,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.0463089837667,0.0491525526647,0.05785190684597284,0.0432687174007,0.0463089837667,0.0491525526647,0.05785190684597284,0.05785190684597284,10.012116,90.0706937,9,5017,10742,True,0.0463089837667,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.0463089837667,True,1e+75,5017,1039,60,0,0,True,90.0706937,0,10,True,False,0.0,90.0706937,7202,3539,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,9,cplex_native_callback_info,converging_bound_progress
moderate_seed3301_low_gini_1_callback_tailored_bc_paced_60s,moderate_seed3301_low_gini_1,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_60s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_60s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,60,95.10582709312439,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.0463089837667,0.0491525526647,0.05785190684597284,0.0432687174007,0.0463089837667,0.0491525526647,0.05785190684597284,0.05785190684597284,10.0133588,90.0640692,9,5017,10742,True,0.0463089837667,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.0463089837667,True,1e+75,5017,1039,60,0,0,True,90.0640692,0,10,True,False,0.0,90.0640692,7202,3539,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,9,cplex_native_callback_info,converging_bound_progress
moderate_seed3301_low_gini_1_plain_fixed_interval_cplex_benchmark_300s,moderate_seed3301_low_gini_1,plain_fixed_interval_cplex_benchmark,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_plain_fixed_interval_cplex_benchmark_300s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_plain_fixed_interval_cplex_benchmark_300s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-compact-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,300,345.1090884208679,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,300,0,0,True,345.1090884208679,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,plain_benchmark_no_valid_checkpoint
moderate_seed3301_low_gini_1_static_tailored_compact_bc_300s,moderate_seed3301_low_gini_1,static_tailored_compact_bc,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_static_tailored_compact_bc_300s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_static_tailored_compact_bc_300s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,300,345.1225984096527,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,300,0,0,True,345.1225984096527,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,mixed_behavior
moderate_seed3301_low_gini_1_callback_tailored_bc_gini_auto_300s,moderate_seed3301_low_gini_1,callback_tailored_bc_gini_auto,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_callback_tailored_bc_gini_auto_300s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_callback_tailored_bc_gini_auto_300s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,300,345.12361669540405,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.048388162834,0.0491525526647,0.015551376058012196,0.0442615863425,0.048388162834,0.0491525526647,0.015551376058012196,0.015551376058012196,30.0054811,330.0870433,11,17657,33317,True,0.048388162834,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.048388162834,True,1e+75,17657,1039,300,0,0,True,330.0870433,0,12,True,False,0.0,330.0870433,22334,10982,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,11,cplex_native_callback_info,converging_bound_progress
moderate_seed3301_low_gini_1_callback_tailored_bc_paced_300s,moderate_seed3301_low_gini_1,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_300s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_300s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,300,345.116082906723,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.048388162834,0.0491525526647,0.015551376058012196,0.0442724469472,0.048388162834,0.0491525526647,0.015551376058012196,0.015551376058012196,30.0118752,330.0871746,11,17657,33317,True,0.048388162834,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.048388162834,True,1e+75,17657,1039,300,0,0,True,330.0871746,0,12,True,False,0.0,330.0871746,22334,10982,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,11,cplex_native_callback_info,converging_bound_progress
moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_60s,moderate_seed3301_low_gini_2,plain_fixed_interval_cplex_benchmark,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_60s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_60s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-compact-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,60,95.10949230194092,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,60,0,0,True,95.10949230194092,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,plain_benchmark_no_valid_checkpoint
moderate_seed3301_low_gini_2_static_tailored_compact_bc_60s,moderate_seed3301_low_gini_2,static_tailored_compact_bc,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_static_tailored_compact_bc_60s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_static_tailored_compact_bc_60s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,60,95.11510610580444,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,60,0,0,True,95.11510610580444,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,mixed_behavior
