row,target_leaf,variant,json,progress_log_path,status,method,algorithm_preset,instance_name,input_path,gamma_L,gamma_U,time_budget_seconds,runtime_seconds,thread_fairness_class,finalization_source,solver_finalization_reached,wrapper_synthesized_final_json,lower_bound,upper_bound,gap,initial_bound,final_valid_bound,incumbent_cutoff,final_gap_to_cutoff,best_gap_seen,time_of_first_valid_bound,time_of_last_bound_improvement,number_of_bound_improvements,node_count_at_best_bound,callback_count_at_best_bound,compact_bc_best_bound_available,compact_bc_best_bound,compact_bc_bound_valid,compact_bc_best_bound_fail_reason,compact_bc_checkpoint_best_bound_available,compact_bc_checkpoint_best_bound,compact_bc_checkpoint_incumbent_available,compact_bc_checkpoint_incumbent,compact_bc_checkpoint_node_count,compact_bc_native_time_limit_param_id,compact_bc_native_time_limit_seconds,compact_bc_native_time_limit_set_rc,compact_bc_terminate_set_rc,compact_bc_terminate_triggered,compact_bc_terminate_after_seconds,compact_bc_callback_abort_requests,progress_checkpoints_written,gap_trajectory_available,plateau_detected,plateau_after_seconds,last_bound_improvement_time,callback_relaxation_calls,callback_branch_calls,callback_candidate_calls,gini_branches_created,user_cuts_added_by_family,violations_by_family,tailored_bc_callback_separation_pacing,tailored_bc_callback_expensive_separation_calls,tailored_bc_callback_expensive_separation_skips,paper_certificate_contamination,plain_cplex_benchmark_used_as_certificate,valid_checkpoint_count,progress_source_at_best,classification
moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_60s,moderate_seed3301_low_gini_2,callback_tailored_bc_gini_auto,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_60s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_60s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,60,95.1246690750122,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0482719976439,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0047129010405672234,10.0019397,30.0263,3,1689,3169,True,0.0489209015481,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.0489209015481,True,1e+75,1689,1039,60,0,0,True,30.0263,0,10,True,True,60.041058299999996,30.0263,2145,1023,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,9,cplex_native_callback_info,plateau_weak_bound
moderate_seed3301_low_gini_2_callback_tailored_bc_paced_60s,moderate_seed3301_low_gini_2,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_60s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_60s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,60,95.11548519134521,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0482719976439,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0047129010405672234,10.0099647,30.03097,3,1690,3172,True,0.0489209015481,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.0489209015481,True,1e+75,1690,1039,60,0,0,True,30.03097,0,10,True,True,60.0511726,30.03097,2147,1024,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,9,cplex_native_callback_info,plateau_weak_bound
moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_300s,moderate_seed3301_low_gini_2,plain_fixed_interval_cplex_benchmark,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_300s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_plain_fixed_interval_cplex_benchmark_300s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-compact-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,300,345.1207790374756,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,300,0,0,True,345.1207790374756,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,plain_benchmark_no_valid_checkpoint
moderate_seed3301_low_gini_2_static_tailored_compact_bc_300s,moderate_seed3301_low_gini_2,static_tailored_compact_bc,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_static_tailored_compact_bc_300s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_static_tailored_compact_bc_300s.progress.csv,wrapper_timeout_no_valid_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,300,345.1088442802429,one_thread_fair,wrapper_error_json,False,True,0.0,0.0491525526647,1.0,0.0,0.0,0.0491525526647,1.0,1.0,0.0,0.0,0,0,0,False,0.0,False,native_cplex_callback_did_not_return_before_parent_timeout,False,0.0,False,0.0,0,1039,300,0,0,True,345.1088442802429,0,0,False,False,0.0,0.0,0,0,0,0,,,,,,False,False,0,,mixed_behavior
moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_300s,moderate_seed3301_low_gini_2,callback_tailored_bc_gini_auto,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_300s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_callback_tailored_bc_gini_auto_300s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,300,345.10374450683594,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0489209015481,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0047129010405672234,30.0034262,30.0034262,1,1692,3175,True,0.0489209015481,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.0489209015481,True,1e+75,1692,1039,300,0,0,True,30.0034262,0,12,True,True,300.08854970000004,30.0034262,2149,1025,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,11,cplex_native_callback_info,plateau_weak_bound
moderate_seed3301_low_gini_2_callback_tailored_bc_paced_300s,moderate_seed3301_low_gini_2,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_300s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_300s.progress.csv,wrapper_timeout_valid_checkpoint_bound,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,300,345.12101578712463,one_thread_fair,wrapper_best_cplex_native_checkpoint,False,True,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0489209015481,0.0489209015481,0.0491525526647,0.0047129010405672234,0.0047129010405672234,30.0140472,30.0140472,1,1705,3193,True,0.0489209015481,True,checkpoint_cplex_native_best_bound_after_external_worker_stop,True,0.0489209015481,True,1e+75,1705,1039,300,0,0,True,30.0140472,0,12,True,True,300.0646187,30.0140472,2162,1030,0,2,gini_interval=1;visit_inventory_linking=0;gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,,,,False,False,11,cplex_native_callback_info,plateau_weak_bound
moderate_seed3301_low_gini_1_callback_tailored_bc_paced_1200s,moderate_seed3301_low_gini_1,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_1200s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_1200s.progress.csv,interval_unresolved_timeout,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,1200,600.7530242,one_thread_fair,cplex_time_limit_with_valid_best_bound,True,False,0.048388162834,0.0491525526647,0.0155513760578,0.0442404034848,0.048388162834,0.0491525526647,0.015551376058012196,0.015551376058012196,30.0087081,330.0939571,11,17656,33314,True,0.048388162834,True,none,True,0.048388162834,True,1e+75,22929,1039,600,0,0,False,660,0,21,True,True,270.07910400000003,600.1730611,28358,13736,0,2,gini_subset_envelope=2700;low_gini_l1_centering=41;subset_inventory_imbalance=2700;transfer_cutset=630;benders_inventory_diagnostic=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_variable_s_centering=1;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,bound-aware,2069,26289,False,False,20,cplex_native_callback_info,plateau_weak_bound
moderate_seed3301_low_gini_2_callback_tailored_bc_paced_1200s,moderate_seed3301_low_gini_2,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_1200s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_2_callback_tailored_bc_paced_1200s.progress.csv,interval_closed,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0245762763324,0.0368644144986,1200,480.6004272,one_thread_fair,cplex_solver_final,True,False,0.0491525526647,0.0491525526647,0.0,0.0489209015481,1e+75,0.0491525526647,0.0,0.0,30.0025957,480.1005789,3,19303,29988,True,1e+75,True,none,True,1e+75,True,1e+75,19303,1039,600,0,0,False,660,0,17,True,False,0.0,480.1005789,20311,9674,0,2,gini_subset_envelope=2700;low_gini_l1_centering=41;subset_inventory_imbalance=2700;transfer_cutset=630;benders_inventory_diagnostic=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_variable_s_centering=1;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,bound-aware,568,19743,False,False,16,cplex_native_callback_info,closed_by_solver_final
moderate_seed3301_low_gini_1_callback_tailored_bc_paced_3600s,moderate_seed3301_low_gini_1,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_3600s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3301_low_gini_1_callback_tailored_bc_paced_3600s.progress.csv,interval_unresolved_timeout,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3301.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3301.txt,0.0122881381662,0.0245762763324,3600,630.6981081,one_thread_fair,cplex_time_limit_with_valid_best_bound,True,False,0.048388162834,0.0491525526647,0.0155513760578,0.0442724469472,0.048388162834,0.0491525526647,0.015551376058012196,0.015551376058012196,30.0042091,330.0658914,11,17657,33317,True,0.048388162834,True,none,True,0.048388162834,True,1e+75,22931,1039,600,0,0,False,660,0,22,True,True,300.0542935,630.1201849,28358,13736,0,2,gini_subset_envelope=2700;low_gini_l1_centering=41;subset_inventory_imbalance=2700;transfer_cutset=630;benders_inventory_diagnostic=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_variable_s_centering=1;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=1;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,bound-aware,2069,26289,False,False,21,cplex_native_callback_info,plateau_weak_bound
high_imbalance_seed3201_hard_plain_fixed_interval_cplex_benchmark_60s,high_imbalance_seed3201_hard,plain_fixed_interval_cplex_benchmark,results\gf_tailored_bc_longrun_convergence_round\raw\high_imbalance_seed3201_hard_plain_fixed_interval_cplex_benchmark_60s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\high_imbalance_seed3201_hard_plain_fixed_interval_cplex_benchmark_60s.progress.csv,interval_closed,interval-cutoff-oracle,paper-gf-compact-bc,high_imbalance_seed3201.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\high_imbalance_seed3201.txt,0.0,0.0625,60,0.2292006,one_thread_fair,solver_final_json,True,False,2.44340319194,2.44340319194,0.0,0.0,0.0,2.44340319194,0.0,1.0,0.0,0.0,0,0,0,False,0,True,best_bound_unavailable_in_cplex_log,False,0,False,0,0,0,0,0,0,False,0,0,0,False,False,0.0,0,0,0,0,0,gini_subset_envelope=0;low_gini_l1_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;benders_inventory_diagnostic=0,,off,0,0,False,False,0,,closed_by_solver_final
high_imbalance_seed3201_hard_callback_tailored_bc_paced_60s,high_imbalance_seed3201_hard,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\high_imbalance_seed3201_hard_callback_tailored_bc_paced_60s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\high_imbalance_seed3201_hard_callback_tailored_bc_paced_60s.progress.csv,interval_closed,interval-cutoff-oracle,paper-gf-tailored-bc,high_imbalance_seed3201.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\high_imbalance_seed3201.txt,0.0,0.0625,60,10.3298472,one_thread_fair,cplex_solver_final,True,False,2.44340319194,2.44340319194,0.0,1e+75,1e+75,2.44340319194,0.0,0.0,10.0154946,10.0154946,1,0,1,True,1e+75,True,none,True,1e+75,True,1e+75,0,1039,600,0,0,False,660,0,2,True,False,0.0,10.0154946,0,0,0,0,gini_subset_envelope=2700;low_gini_l1_centering=41;subset_inventory_imbalance=2700;transfer_cutset=630;benders_inventory_diagnostic=0;callback_gini_interval_cap=0;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,bound-aware,0,0,False,False,1,cplex_native_callback_info,closed_by_solver_final
tight_T_seed3102_hard_plain_fixed_interval_cplex_benchmark_60s,tight_T_seed3102_hard,plain_fixed_interval_cplex_benchmark,results\gf_tailored_bc_longrun_convergence_round\raw\tight_T_seed3102_hard_plain_fixed_interval_cplex_benchmark_60s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\tight_T_seed3102_hard_plain_fixed_interval_cplex_benchmark_60s.progress.csv,interval_closed,interval-cutoff-oracle,paper-gf-compact-bc,tight_T_seed3102.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\tight_T_seed3102.txt,0.0,0.0625,60,0.2590191,one_thread_fair,solver_final_json,True,False,0.600704436685,0.600704436685,0.0,0.0,0.0,0.600704436685,0.0,1.0,0.0,0.0,0,0,0,False,0,True,best_bound_unavailable_in_cplex_log,False,0,False,0,0,0,0,0,0,False,0,0,0,False,False,0.0,0,0,0,0,0,gini_subset_envelope=0;low_gini_l1_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;benders_inventory_diagnostic=0,,off,0,0,False,False,0,,closed_by_solver_final
tight_T_seed3102_hard_callback_tailored_bc_paced_60s,tight_T_seed3102_hard,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\tight_T_seed3102_hard_callback_tailored_bc_paced_60s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\tight_T_seed3102_hard_callback_tailored_bc_paced_60s.progress.csv,interval_closed,interval-cutoff-oracle,paper-gf-tailored-bc,tight_T_seed3102.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\tight_T_seed3102.txt,0.0,0.0625,60,10.4735673,one_thread_fair,cplex_solver_final,True,False,0.600704436685,0.600704436685,0.0,1e+75,1e+75,0.600704436685,0.0,0.0,10.0139945,10.0139945,1,0,1,True,1e+75,True,none,True,1e+75,True,1e+75,0,1039,600,0,0,False,660,0,2,True,False,0.0,10.0139945,0,0,0,0,gini_subset_envelope=2700;low_gini_l1_centering=41;subset_inventory_imbalance=2700;transfer_cutset=630;benders_inventory_diagnostic=0;callback_gini_interval_cap=0;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,bound-aware,0,0,False,False,1,cplex_native_callback_info,closed_by_solver_final
moderate_seed3302_hard_plain_fixed_interval_cplex_benchmark_60s,moderate_seed3302_hard,plain_fixed_interval_cplex_benchmark,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3302_hard_plain_fixed_interval_cplex_benchmark_60s.json,E:\codes\ExactEBRP\results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3302_hard_plain_fixed_interval_cplex_benchmark_60s.progress.csv,interval_closed,interval-cutoff-oracle,paper-gf-compact-bc,moderate_seed3302.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3302.txt,0.0,0.0625,60,0.6648126,one_thread_fair,solver_final_json,True,False,0.120018073519,0.120018073519,0.0,0.0,0.0,0.120018073519,0.0,1.0,0.0,0.0,0,0,0,False,0,True,best_bound_unavailable_in_cplex_log,False,0,False,0,0,0,0,0,0,False,0,0,0,False,False,0.0,0,0,0,0,0,gini_subset_envelope=0;low_gini_l1_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;benders_inventory_diagnostic=0,,off,0,0,False,False,0,,closed_by_solver_final
moderate_seed3302_hard_callback_tailored_bc_paced_60s,moderate_seed3302_hard,callback_tailored_bc_paced,results\gf_tailored_bc_longrun_convergence_round\raw\moderate_seed3302_hard_callback_tailored_bc_paced_60s.json,results\gf_tailored_bc_longrun_convergence_round\progress_traces\moderate_seed3302_hard_callback_tailored_bc_paced_60s.progress.csv,interval_closed,interval-cutoff-oracle,paper-gf-tailored-bc,moderate_seed3302.txt,E:\codes\ExactEBRP\reference\hard_stress\V20_M3\moderate_seed3302.txt,0.0,0.0625,60,10.6028549,one_thread_fair,cplex_solver_final,True,False,0.120018073519,0.120018073519,0.0,1e+75,1e+75,0.120018073519,0.0,0.0,10.0152512,10.0152512,1,37,62,True,1e+75,True,none,True,1e+75,True,1e+75,37,1039,600,0,0,False,660,0,2,True,False,0.0,10.0152512,41,18,0,2,gini_subset_envelope=2700;low_gini_l1_centering=41;subset_inventory_imbalance=2700;transfer_cutset=630;benders_inventory_diagnostic=0;callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0;callback_variable_s_centering=0;callback_subset_inventory_imbalance=0;callback_transfer_cutset=0;callback_support_duration_pair=0;callback_support_duration_triple=0;callback_support_duration_quad=0;callback_support_duration_lifted=0,gini_subset_envelope=0;low_gini_l1_centering=0;variable_s_centering=0;subset_inventory_imbalance=0;transfer_cutset=0;support_duration_pair=0;support_duration_triple=0;support_duration_quad=0;support_duration_lifted=0,bound-aware,5,36,False,False,1,cplex_native_callback_info,closed_by_solver_final
