generation,best_fitness,strict_improvement
0,-2.5012709852217876,true
1,-2.5012709852217876,false
2,-2.5012709852217876,false
3,-2.5012709852217876,false
4,-2.5012709852217876,false
5,-2.5012709852217876,false
6,-2.5011685062793672,true
7,-2.5011685062793672,false
8,-2.5011685062793672,false
9,-2.5011685062793672,false
10,-2.5011685062793672,false
11,-2.5011685062793672,false
12,-2.5011685062793672,false
13,-2.5011685062793672,false
14,-2.5011685062793672,false
15,-2.5011685062793672,false
16,-2.5011685062793672,false
17,-2.5011685062793672,false
18,-2.5011685062793672,false
19,-2.5011685062793672,false
20,-2.5011685062793672,false
21,-2.5011685062793672,false
22,-2.5011685062793672,false
23,-2.5011685062793672,false
24,-2.5011685062793672,false
25,-2.5011685062793672,false
26,-2.5011685062793672,false
27,-2.5011685062793672,false
28,-2.5011685062793672,false
29,-2.5011685062793672,false
30,-2.5011685062793672,false
31,-2.5011685062793672,false
32,-2.5011685062793672,false
33,-2.5011685062793672,false
34,-2.5011685062793672,false
35,-2.5011685062793672,false
36,-2.5011685062793672,false
37,-2.5011685062793672,false
38,-2.5011685062793672,false
39,-2.5011685062793672,false
40,-2.5011685062793672,false
41,-2.5011685062793672,false
42,-2.5011685062793672,false
43,-2.5011685062793672,false
44,-2.5011685062793672,false
45,-2.5011685062793672,false
46,-2.5011685062793672,false
47,-2.5011685062793672,false
48,-2.5011685062793672,false
49,-2.5011685062793672,false
50,-2.5011685062793672,false
51,-2.5011685062793672,false
52,-2.5011685062793672,false
53,-2.5011685062793672,false
54,-2.5011685062793672,false
55,-2.5011685062793672,false
56,-2.5011685062793672,false
57,-2.5011685062793672,false
58,-2.5011685062793672,false
59,-2.5011685062793672,false
60,-2.5011685062793672,false
61,-2.5011685062793672,false
62,-2.5011685062793672,false
63,-2.5011685062793672,false
64,-2.5011685062793672,false
65,-2.5011685062793672,false
66,-2.5011685062793672,false
67,-2.5011685062793672,false
68,-2.5011685062793672,false
69,-2.5011685062793672,false
70,-2.5011685062793672,false
71,-2.5011685062793672,false
72,-2.5011685062793672,false
73,-2.5011685062793672,false
74,-2.5011685062793672,false
75,-2.5011685062793672,false
76,-2.5011685062793672,false
77,-2.5011685062793672,false
78,-2.5011685062793672,false
79,-2.5011685062793672,false
80,-2.5011685062793672,false
81,-2.5011685062793672,false
82,-2.5011685062793672,false
83,-2.5011685062793672,false
84,-2.5011685062793672,false
85,-2.5011685062793672,false
86,-2.5011685062793672,false
87,-2.5011685062793672,false
88,-2.5011685062793672,false
89,-2.5011685062793672,false
90,-2.5011685062793672,false
91,-2.5011685062793672,false
92,-2.5011685062793672,false
93,-2.5011685062793672,false
94,-2.5011685062793672,false
95,-2.5011685062793672,false
96,-2.5011685062793672,false
97,-2.5011685062793672,false
98,-2.5011685062793672,false
99,-2.5011685062793672,false
100,-2.5011685062793672,false
101,-2.5011685062793672,false
102,-2.5011685062793672,false
103,-2.5011685062793672,false
104,-2.5011685062793672,false
105,-2.5011685062793672,false
106,-2.5011685062793672,false
107,-2.5011685062793672,false
108,-2.5011685062793672,false
109,-2.5011685062793672,false
110,-2.5011685062793672,false
111,-2.5011685062793672,false
112,-2.5011685062793672,false
113,-2.5011685062793672,false
114,-2.5011685062793672,false
115,-2.5011685062793672,false
116,-2.5011685062793672,false
117,-2.5011685062793672,false
118,-2.5011685062793672,false
119,-2.5011685062793672,false
120,-2.5011685062793672,false
121,-2.5011685062793672,false
122,-2.5011685062793672,false
123,-2.5011685062793672,false
124,-2.5011685062793672,false
125,-2.5011685062793672,false
126,-2.5011685062793672,false
127,-2.5011685062793672,false
128,-2.5011685062793672,false
129,-2.5011685062793672,false
130,-2.5011685062793672,false
131,-2.5011685062793672,false
132,-2.5011685062793672,false
133,-2.5011685062793672,false
134,-2.5011685062793672,false
135,-2.5011685062793672,false
136,-2.5011685062793672,false
137,-2.5011685062793672,false
138,-2.5011685062793672,false
139,-2.5011685062793672,false
140,-2.5011685062793672,false
141,-2.5011685062793672,false
142,-2.5011685062793672,false
143,-2.5011685062793672,false
144,-2.5011685062793672,false
145,-2.5011685062793672,false
146,-2.5011685062793672,false
147,-2.5011685062793672,false
148,-2.5011685062793672,false
149,-2.5011685062793672,false
150,-2.5011685062793672,false
151,-2.5011685062793672,false
152,-2.5011685062793672,false
153,-2.5011685062793672,false
154,-2.5011685062793672,false
155,-2.5011685062793672,false
156,-2.5011685062793672,false
157,-2.5011685062793672,false
158,-2.5011685062793672,false
159,-2.5011685062793672,false
160,-2.5011685062793672,false
161,-2.5011685062793672,false
162,-2.5011685062793672,false
163,-2.5011685062793672,false
164,-2.5011685062793672,false
165,-2.5011685062793672,false
166,-2.5011685062793672,false
167,-2.5011685062793672,false
168,-2.5011685062793672,false
169,-2.5011685062793672,false
170,-2.5011685062793672,false
171,-2.5011685062793672,false
172,-2.5011685062793672,false
173,-2.5011685062793672,false
174,-2.5011685062793672,false
175,-2.5011685062793672,false
176,-2.5011685062793672,false
177,-2.5011685062793672,false
178,-2.5011685062793672,false
179,-2.5011685062793672,false
180,-2.5011685062793672,false
181,-2.5011685062793672,false
182,-2.5011685062793672,false
183,-2.5011685062793672,false
184,-2.5011685062793672,false
185,-2.5011685062793672,false
186,-2.5011685062793672,false
187,-2.5011685062793672,false
188,-2.5011685062793672,false
189,-2.5011685062793672,false
190,-2.5011685062793672,false
191,-2.5011685062793672,false
192,-2.5011685062793672,false
193,-2.5011685062793672,false
194,-2.5011685062793672,false
195,-2.5011685062793672,false
196,-2.5011685062793672,false
197,-2.5011685062793672,false
198,-2.5011685062793672,false
199,-2.5011685062793672,false
200,-2.5011685062793672,false
201,-2.5011685062793672,false
202,-2.5011685062793672,false
203,-2.5011685062793672,false
204,-2.5011685062793672,false
205,-2.5011685062793672,false
206,-2.5011685062793672,false
207,-2.5011685062793672,false
208,-2.5011685062793672,false
209,-2.5011685062793672,false
210,-2.5011685062793672,false
211,-2.5011685062793672,false
212,-2.5011685062793672,false
213,-2.5011685062793672,false
214,-2.5011685062793672,false
215,-2.5011685062793672,false
216,-2.5011685062793672,false
217,-2.5011685062793672,false
218,-2.5011685062793672,false
219,-2.5011685062793672,false
220,-2.5011685062793672,false
221,-2.5011685062793672,false
222,-2.5011685062793672,false
223,-2.5011685062793672,false
224,-2.5011685062793672,false
225,-2.5011685062793672,false
226,-2.5011685062793672,false
227,-2.5011685062793672,false
228,-2.5011685062793672,false
229,-2.5011685062793672,false
230,-2.5011685062793672,false
