vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,25,21,29,12,5,0]",30,1314.0132647086145,2280.0,3594.0132647086148,3600.0,0.9983370179746152,0
1,True,"[0,7,9,3,8,2,1,0]",30,1253.2142032362597,2280.0,3533.21420323626,3600.0,0.98144838978785,0
2,True,"[0,16,30,14,6,4,0]",30,2035.752407740273,1560.0,3595.752407740273,3600.0,0.998820113261187,0
3,True,"[0,46,42,45,10,0]",30,1665.938810768957,1920.0,3585.938810768957,3600.0,0.996094114102488,0
