run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage2__V12_M1__s0c__900s,checkpoint,1,True,fresh,0.49378329999999998,0.5062167,0.21794334660193343,0,1,1293,0,0,0.3572005832084155,0.38985724870787736
round23_stage2__V12_M1__s0c__900s,checkpoint,2,True,fresh,1.9930801,0.006919899999999979,0.30908366521986008,8,7,3519,7,0,0.3572005832084155,0.13470559750032857
round23_stage2__V12_M1__s0c__900s,checkpoint,5,True,fresh,4.9928660999999996,0.007133900000000359,0.31820818371372123,141,73,11610,56,51,0.3572005832084155,0.10916107455497472
round23_stage2__V12_M1__s0c__900s,checkpoint,10,True,fresh,9.9820703999999996,0.017929600000000434,0.3210018887544967,435,90,39385,85,178,0.3572005832084155,0.10133996459014179
round23_stage2__V12_M1__s0c__900s,checkpoint,15,True,fresh,14.983525,0.016474999999999795,0.32557929319280476,801,186,73017,105,391,0.3572005832084155,0.0885253034347951
round23_stage2__V12_M1__s0c__900s,checkpoint,20,True,fresh,19.995313400000001,0.00468659999999943,0.32825522945747626,1323,454,113140,113,781,0.3572005832084155,0.08103389275277455
round23_stage2__V12_M1__s0c__900s,checkpoint,30,True,fresh,29.992021300000001,0.007978699999998895,0.33337830099177079,2108,769,182701,142,1303,0.3572005832084155,0.06669161064259843
round23_stage2__V12_M1__s0c__900s,checkpoint,45,True,fresh,44.995406799999998,0.004593200000002184,0.33845720626141934,3207,1112,274915,176,1990,0.3572005832084155,0.052472974088230984
round23_stage2__V12_M1__s0c__900s,checkpoint,60,True,fresh,59.984692199999998,0.015307800000002203,0.34200681835252789,4200,1244,361029,185,2544,0.3572005832084155,0.04253566642981247
round23_stage2__V12_M1__s0c__900s,checkpoint,90,True,fresh,89.997279199999994,0.002720800000005852,0.34772608338840533,6253,1539,524050,218,3686,0.3572005832084155,0.026524312292295776
round23_stage2__V12_M1__s0c__900s,checkpoint,120,True,fresh,119.98513989999999,0.014860100000007037,0.3509692595641174,8405,1670,660388,221,4826,0.3572005832084155,0.017444886534976178
round23_stage2__V12_M1__s0c__900s,checkpoint,180,True,fresh,179.92070530000001,0.07929469999999128,0.35377555568937658,13513,2142,884716,228,7614,0.3572005832084155,0.009588527231044721
round23_stage2__V12_M1__s0c__900s,checkpoint,240,True,fresh,239.9325292,0.06747079999999528,0.35554241802279613,18201,1980,1062609,235,9873,0.3572005832084155,0.0046421122012891836
round23_stage2__V12_M1__s0c__900s,checkpoint,300,True,fresh,296.6499973,3.3500027000000046,0.35720058320841547,21696,0,1150235,236,10944,0.3572005832084155,1.5540610469515607e-16
round23_stage2__V12_M1__s0c__900s,checkpoint,450,True,stale,296.6499973,153.3500027,0.35720058320841547,21696,0,1150235,236,10944,0.3572005832084155,1.5540610469515607e-16
round23_stage2__V12_M1__s0c__900s,checkpoint,600,True,stale,296.6499973,303.3500027,0.35720058320841547,21696,0,1150235,236,10944,0.3572005832084155,1.5540610469515607e-16
round23_stage2__V12_M1__s0c__900s,checkpoint,750,True,stale,296.6499973,453.3500027,0.35720058320841547,21696,0,1150235,236,10944,0.3572005832084155,1.5540610469515607e-16
round23_stage2__V12_M1__s0c__900s,checkpoint,900,True,stale,296.6499973,603.3500027,0.35720058320841547,21696,0,1150235,236,10944,0.3572005832084155,1.5540610469515607e-16
round23_stage2__V12_M1__s0c__900s,solver_final,solver_final,True,solver_final,296.65680739999999,0,0.35720058320841547,21696,0,1150235,236,10944,0.3572005832084155,1.5540610469515607e-16
