run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_smoke__V12_M2__s0m__120s,checkpoint,1,True,fresh,0.50751109999999999,0.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,2,True,stale,0.50751109999999999,1.4924889000000001,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,5,True,stale,0.50751109999999999,4.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,10,True,stale,0.50751109999999999,9.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,15,True,stale,0.50751109999999999,14.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,20,True,stale,0.50751109999999999,19.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,30,True,stale,0.50751109999999999,29.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,45,True,stale,0.50751109999999999,44.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,60,True,stale,0.50751109999999999,59.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,90,True,stale,0.50751109999999999,89.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,checkpoint,120,True,stale,0.50751109999999999,119.4924889,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
round23_smoke__V12_M2__s0m__120s,solver_final,solver_final,True,solver_final,0.5077391,0,0.36143025294467335,0,1,2021,0,0,0.7185040707549709,0.4969683991283458
