leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.22243488019518504,0,0.44888659124815844,replaced,1,1,0,0.38364743290809933,0,1,1,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound"
L1,"",0,-1,0.22243488019518504,0.44486976039037007,0.22243488019518504,0.55367617443844963,closed,1,1,0,0.48035655092891105,1,1,1,0,"native_terminal_mip_optimal","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L2,"",0,-1,0.44486976039037007,0.66730464058555516,0.44486976039037007,0.69850509125185589,open,1,1,0,0.69850509125185589,0,0,0,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3,"",0,-1,0.66730464058555516,0.88973952078074015,0.66730464058555516,0.66730464058555516,open,0,0,0,0,0,0,0,0,"","objective_nonnegative_penalty_G_floor"
L0.0,"L0",1,0,0,0.11121744009759252,0.44888659124815844,0.88973952078074015,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.1,"L0",1,1,0.11121744009759252,0.22243488019518504,0.44888659124815844,0.50449314357785513,replaced,1,1,0,0.43505006658922057,0,1,1,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L0.1.0,"L0.1",2,0,0.11121744009759252,0.16682616014638879,0.50449314357785513,0.88973952078074015,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.1.1,"L0.1",2,1,0.16682616014638879,0.22243488019518504,0.50449314357785513,1e+100,empty,1,1,0,0.46075138342978095,1,1,1,0,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
