telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.12857,lp_complete,L0,0,0.222435,optimal,0.222435,0.88974,"complete_lp_relaxation"
0.12861,parent_lp_requeue,L0,0,0.222435,open,0.222435,0.88974,"selected_leaf_no_longer_controlling"
0.236327,lp_complete,L1,0.222435,0.44487,optimal,0.383647,0.88974,"complete_lp_relaxation"
0.236349,parent_lp_requeue,L1,0.222435,0.44487,open,0.383647,0.88974,"selected_leaf_no_longer_controlling"
0.404394,native_bound_target_reached,L0,0,0.222435,open,0.44487,0.88974,"c6_next_strict_frontier_bound_reached_requeue"
0.508613,lp_complete,L2,0.44487,0.667305,optimal,0.448887,0.88974,"complete_lp_relaxation"
0.508634,parent_lp_requeue,L2,0.44487,0.667305,open,0.448887,0.88974,"selected_leaf_no_longer_controlling"
0.717154,atomic_split,L0,0,0.222435,replaced,0.448887,0.88974,"current_complete_child_infeasibility"
1.09909,native_bound_target_reached,L0.1,0.111217,0.222435,open,0.480357,0.88974,"c6_next_strict_frontier_bound_reached_requeue"
1.45612,native_bound_target_reached,L1,0.222435,0.44487,open,0.504493,0.88974,"c6_next_strict_frontier_bound_reached_requeue"
1.65719,atomic_split,L0.1,0.111217,0.222435,replaced,0.504493,0.88974,"current_complete_child_infeasibility"
2.0097,native_bound_target_reached,L0.1.1,0.166826,0.222435,open,0.509162,0.88974,"c6_next_strict_frontier_bound_reached_requeue"
4.29347,terminal_mip_complete,L1,0.222435,0.44487,"OPTIMAL",0.510798,0.553676,"native_terminal_mip_optimal"
4.78283,terminal_mip_complete,L0.1.1,0.166826,0.222435,"INFEASIBLE",0.553676,0.553676,"native_terminal_mip_infeasible"
