vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,12,2,4,0,0,4,389.5650461617501,240.0,9
0,2,12,2,11,2,0,4,6,326.24120604139813,120.0,5
0,3,2,11,10,0,3,6,3,444.7649466850885,180.0,8
0,4,11,10,7,5,0,3,8,319.91657361524284,300.0,12
0,5,10,7,4,5,0,8,13,588.5015159611112,300.0,11
0,6,7,4,9,0,5,13,8,462.9550269040474,300.0,15
0,7,4,9,6,0,4,8,4,319.999601069122,240.0,12
0,8,9,6,8,4,0,4,8,523.7242179812745,240.0,12
0,9,6,8,1,0,5,8,3,454.1059733165864,300.0,14
0,10,8,1,5,3,0,3,6,350.9302573733253,180.0,9
0,11,1,5,3,0,3,6,3,167.72679462762287,180.0,10
0,12,5,3,0,0,3,3,0,205.8095351514238,180.0,10
