number,id,wall_seconds,reference_trajectory,reference_trajectory_sha256,identical_complete_logical_prefix,optimizer_calls,generation,decoder_calls,initialization_seconds,decoder_seconds,observer_seconds,cached_route_conversion_seconds,hash_seconds,copy_seconds,verification_seconds,ledger_seconds,zero_certificate_HGA_seconds,HGA_seconds,HGA_return_process_seconds,evidence_persisted,published_candidates,timers_are_nested_not_additive,decoder_counter_available,decoder_seconds_raw
59,C5,3.594000000040978,E:\codes\ExactEBRP-round65\results\gf_budgeted_proof_round65\local_raw\protection_v5\C5\candidate\hga.csv,1f211ba7e09e29c80fe7070f1700d0773b853ba7c5ff22a9d875fbc89593d92e,True,0,10,306,0.0558496,,0.0005260999999999999,2.8499999999999998e-05,0.0001721,9.499999999999997e-06,9.51e-05,0.000174,3.5060658,3.5066865,3.5090531,True,12,True,False,0
60,C7,2.0619999999180436,E:\codes\ExactEBRP-round65\results\gf_budgeted_proof_round65\local_raw\reliability_v1\C7\reliable\hga.csv,7459f58462d5363e24c67016090e608fb925880c1fa5267c0f971e4deb0684b1,True,0,57,1098,0.0102046,,0.0003639,1.4999999999999999e-05,9.300000000000001e-05,5.3e-06,3.4099999999999995e-05,0.0002378,2.0418476,2.0426443,2.0447271,True,12,True,False,0
61,C5,3.6880000000819564,E:\codes\ExactEBRP-round65\results\gf_budgeted_proof_round65\local_raw\protection_v5\C5\candidate\hga.csv,1f211ba7e09e29c80fe7070f1700d0773b853ba7c5ff22a9d875fbc89593d92e,True,0,10,306,0.0591136,1.2810699000000008,0.0005398,2.8900000000000005e-05,0.00017600000000000002,8.799999999999999e-06,9.710000000000002e-05,0.0001637,3.6168082,3.6174386,3.6196912,True,12,True,True,1.2810699000000008
62,C7,2.109999999869615,E:\codes\ExactEBRP-round65\results\gf_budgeted_proof_round65\local_raw\reliability_v1\C7\reliable\hga.csv,7459f58462d5363e24c67016090e608fb925880c1fa5267c0f971e4deb0684b1,True,0,57,1098,0.0106332,0.7917061999999996,0.0003467,1.45e-05,9.01e-05,7.800000000000002e-06,3.4699999999999996e-05,0.0001768,2.0842437,2.0849337,2.0870113,True,12,True,True,0.7917061999999996
