id,stage,build,cap,control,candidate,control_number,candidate_number,control_cert,candidate_cert,control_wall,candidate_wall,control_gap,candidate_gap,time_saved,gap_reduced,outcome,native_calls_control,native_calls_candidate
C5,reliability_v1,build_freeze_v1.json,300,off,reliable,2,3,True,True,252.11000000033528,3.594000000040978,0.0,0.0,248.5160000002943,0.0,time_gain,0,0
C7,reliability_v1,build_freeze_v1.json,300,off,reliable,4,5,True,True,37.811999999918044,2.1869999999180436,0.0,0.0,35.625,0.0,time_gain,0,0
C2,reliability_v1,build_freeze_v1.json,300,off,reliable,6,7,False,False,297.06199999991804,297.06300000008196,0.032289760274486934,0.032286469736093615,-0.0010000001639127731,3.2905383933190535e-06,below_dual_gates,7,7
D4,production_screen_v3,build_freeze_v3.json,180,bounded,proof,10,11,True,True,132.06300000008196,132.0160000002943,2.3864232812087494e-10,2.3864232812087494e-10,0.04699999978765845,0.0,below_dual_gates,4,16
D4,production_screen_v3,build_freeze_v3.json,180,bounded,sparse,10,12,True,False,132.06300000008196,177.07799999974668,2.3864232812087494e-10,0.02668150386649526,-45.014999999664724,-0.02668150362785293,certificate_loss,4,16
D4,production_screen_v3,build_freeze_v3.json,180,proof,sparse,11,12,True,False,132.0160000002943,177.07799999974668,2.3864232812087494e-10,0.02668150386649526,-45.06199999945238,-0.02668150362785293,certificate_loss,16,16
C6,production_screen_v3,build_freeze_v3.json,180,bounded,proof,13,14,False,False,177.09400000004098,177.09400000004098,0.19866819338004826,0.19866819338004826,0.0,0.0,below_dual_gates,2,2
C6,production_screen_v3,build_freeze_v3.json,180,bounded,sparse,13,15,False,False,177.09400000004098,177.09299999987707,0.19866819338004826,0.19866819338004826,0.0010000001639127731,0.0,below_dual_gates,2,2
C6,production_screen_v3,build_freeze_v3.json,180,proof,sparse,14,15,False,False,177.09400000004098,177.09299999987707,0.19866819338004826,0.19866819338004826,0.0010000001639127731,0.0,below_dual_gates,2,2
D7,production_screen_v3,build_freeze_v3.json,120,cold-bounded,cold-proof,16,17,False,False,117.10999999986961,117.10900000017136,0.47674474416474316,0.47674474416474316,0.0009999996982514858,0.0,below_dual_gates,4,9
D7,production_screen_v3,build_freeze_v3.json,120,cold-bounded,cold-sparse,16,18,False,False,117.10999999986961,117.10999999986961,0.47674474416474316,0.47674474416474316,0.0,0.0,below_dual_gates,4,9
C6,production_refine_v4,build_freeze_v4.json,180,bounded,seed-bounded,19,20,False,False,177.21900000004098,177.09400000004098,0.19866819338004826,0.19876614573583185,0.125,-9.795235578358152e-05,below_dual_gates,2,3
C6,production_refine_v4,build_freeze_v4.json,180,seed-bounded,seed-proof-free,20,21,False,False,177.09400000004098,177.09400000004098,0.19876614573583185,0.19876614573583185,0.0,0.0,below_dual_gates,3,8
C6,production_refine_v5,build_freeze_v5.json,180,seed-bounded,seed-proof-free,22,23,False,False,177.21900000004098,177.09400000004098,0.19876614573583185,0.19876614573583185,0.125,0.0,below_dual_gates,3,13
D4,production_refine_v5,build_freeze_v5.json,180,seed-bounded,seed-proof,24,25,True,True,128.82800000021234,129.25,2.3864232812087494e-10,2.3864232812087494e-10,-0.42199999978765845,0.0,below_dual_gates,4,16
D4,production_refine_v5,build_freeze_v5.json,180,seed-bounded,seed-proof-free,24,26,True,True,128.82800000021234,129.29700000025332,2.3864232812087494e-10,2.3864232812087494e-10,-0.4690000000409782,0.0,below_dual_gates,4,22
D4,production_refine_v5,build_freeze_v5.json,180,seed-proof,seed-proof-free,25,26,True,True,129.25,129.29700000025332,2.3864232812087494e-10,2.3864232812087494e-10,-0.04700000025331974,0.0,below_dual_gates,16,22
D4,production_refine_v5,build_freeze_v5.json,180,seed-proof-free,seed-sparse-free,26,27,True,True,129.29700000025332,145.61000000033528,2.3864232812087494e-10,0.0,-16.313000000081956,2.3864232812087494e-10,time_loss,22,22
D7,production_refine_v5,build_freeze_v5.json,120,cold-seed-bounded,cold-seed-proof-free,28,29,False,False,117.10999999986961,117.10900000017136,0.47674474416474316,0.47674474416474316,0.0009999996982514858,0.0,below_dual_gates,4,13
C5,cold_protection_v5,build_freeze_v5.json,120,cold-seed-bounded,cold-seed-proof-free,31,32,True,True,60.1410000002943,63.438000000081956,0.0,0.0,-3.2969999997876585,0.0,below_dual_gates,4,19
C5,cold_protection_v5,build_freeze_v5.json,120,cold-off,cold-seed-bounded,30,31,True,True,59.467999999877065,60.1410000002943,0.0,0.0,-0.6730000004172325,0.0,below_dual_gates,4,4
C6,causal_v5,build_freeze_v5.json,300,joint,seed-bounded-joint,33,34,False,False,297.31300000008196,297.094000000041,0.2594411463638775,0.11342776568557444,0.2190000000409782,0.14601338067830305,gap_gain,4,2
C6,long_v5,build_freeze_v5.json,600,K1-H,candidate,36,35,False,False,597.1089999997057,597.0929999998771,0.19067739151818075,0.19679167641986117,0.015999999828636646,-0.006114284901680422,below_dual_gates,5,3
C6,long_v5,build_freeze_v5.json,600,P-GRB,candidate,37,35,False,False,597.094000000041,597.0929999998771,0.3140106243548604,0.19679167641986117,0.0010000001639127731,0.11721894793499921,gap_gain,1,3
D7,long_v5,build_freeze_v5.json,1200,K1-H,candidate,39,38,False,False,1197.1400000001304,1197.125,0.017914352795947386,0.01957505108603197,0.01500000013038516,-0.0016606982900845835,gap_loss,6,5
D7,long_v5,build_freeze_v5.json,1200,P-GRB,candidate,40,38,False,False,1197.092999999877,1197.125,0.08003438721943765,0.01957505108603197,-0.03200000012293458,0.06045933613340568,gap_gain,1,5
D3,protection_v5,build_freeze_v5.json,300,K1-H,candidate,42,41,False,False,297.06199999991804,297.04699999978766,0.0011603127977494326,0.0011594847190584817,0.01500000013038516,8.280786909509175e-07,below_dual_gates,5,5
D3,protection_v5,build_freeze_v5.json,300,P-GRB,candidate,43,41,False,False,297.125,297.04699999978766,0.0034770515884262887,0.0011594847190584817,0.07800000021234155,0.002317566869367807,gap_gain,1,5
D4,protection_v5,build_freeze_v5.json,300,K1-H,candidate,45,44,True,True,129.21900000004098,128.84400000004098,2.3864232812087494e-10,2.3864232812087494e-10,0.375,0.0,below_dual_gates,4,4
D4,protection_v5,build_freeze_v5.json,300,P-GRB,candidate,46,44,False,True,297.07800000021234,128.84400000004098,0.3104836033180378,2.3864232812087494e-10,168.23400000017136,0.3104836030793955,certificate_gain,1,4
D4,protection_v5,build_freeze_v5.json,300,joint,candidate,47,44,True,True,53.390000000130385,128.84400000004098,4.368190809067585e-09,2.3864232812087494e-10,-75.4539999999106,4.12954848094671e-09,time_loss,9,4
