number,id,vehicle,signature,support,violation,finite_bound_and_rounding_verified
11,D4,0,f65beb422b48872a30a0dd9ec9e8b138309a138fa9758166ae3d12deb1f551bf,3,7.7583186363589505,True
11,D4,1,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,10.999999999999758,True
11,D4,2,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,9.277676751768347,True
11,D4,0,a0736abdcae88f214358845ff07b6f119272908e9540b31b07193c7f9813e1ea,3,7.80103565466325,True
11,D4,1,be16dbbd57eb8d5621a0429809be9c0c4a89a95d08af05b821bd560feafe240b,3,6.544082147579674,True
11,D4,2,9c18cdbcc148aabe5d2c8317eb07c21749d912059786cb126ecd31a2b4876bd3,3,10.135035642604258,True
11,D4,0,98d14a5dfa75de23817037cb2dbcc441d9b48b4002b5af2161b046fbaa0ee7bc,3,10.783375060887357,True
11,D4,1,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,7.240360423122772,True
11,D4,2,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,9.999999999999769,True
12,D4,0,f65beb422b48872a30a0dd9ec9e8b138309a138fa9758166ae3d12deb1f551bf,3,7.7583186363589505,True
12,D4,1,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,10.999999999999758,True
12,D4,2,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,9.277676751768347,True
12,D4,0,a0736abdcae88f214358845ff07b6f119272908e9540b31b07193c7f9813e1ea,3,7.80103565466325,True
12,D4,1,be16dbbd57eb8d5621a0429809be9c0c4a89a95d08af05b821bd560feafe240b,3,6.544082147579674,True
12,D4,2,9c18cdbcc148aabe5d2c8317eb07c21749d912059786cb126ecd31a2b4876bd3,3,10.135035642604258,True
12,D4,0,98d14a5dfa75de23817037cb2dbcc441d9b48b4002b5af2161b046fbaa0ee7bc,3,10.783375060887357,True
12,D4,1,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,7.240360423122772,True
12,D4,2,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,9.999999999999769,True
17,D7,0,ed3096ac868df557030b4c52dcecbb9071f4f753c3a1aa37c109c6785774ad07,3,14.999999999999117,True
17,D7,1,4a5a7922ef508c8b34d32ee19bb619b8a9f6137886ac8a935af1ca9da88eb10a,3,8.99999999999913,True
17,D7,2,1713a4b1efaec84a8c5b8f4b19281c11972eb91ee8da915700616aa39c7fb646,3,9.584415584414721,True
17,D7,3,2f1c5ccbdc1ab21a24f685d2dc7159672633c00db3d4e8e810edfc5e59781bd2,3,12.99999999999912,True
18,D7,0,ed3096ac868df557030b4c52dcecbb9071f4f753c3a1aa37c109c6785774ad07,3,14.999999999999117,True
18,D7,1,4a5a7922ef508c8b34d32ee19bb619b8a9f6137886ac8a935af1ca9da88eb10a,3,8.99999999999913,True
18,D7,2,1713a4b1efaec84a8c5b8f4b19281c11972eb91ee8da915700616aa39c7fb646,3,9.584415584414721,True
18,D7,3,2f1c5ccbdc1ab21a24f685d2dc7159672633c00db3d4e8e810edfc5e59781bd2,3,12.99999999999912,True
21,C6,0,7c44aabf4603925b8d2d0c4903bad3f7a250131111da3e1f374ae7408321656a,196,0.5463947519841696,True
21,C6,1,513ab0ceed9193f19e0972f7d0ae9f151834cfae9d69c50f1c31ddddf86a5cea,100,0.4671319674254659,True
21,C6,2,31dfd61ca7ec118276106b6b90f769968207daf6d19201cff447a45aa4f807d2,51,0.2494704464289376,True
21,C6,3,41d514b2e2ef238c837a1a89f687afaeef91fecdf9007a77d7953f660c970890,102,0.159172405461006,True
23,C6,0,7c44aabf4603925b8d2d0c4903bad3f7a250131111da3e1f374ae7408321656a,196,0.5463947519841696,True
23,C6,1,513ab0ceed9193f19e0972f7d0ae9f151834cfae9d69c50f1c31ddddf86a5cea,100,0.4671319674254659,True
23,C6,2,31dfd61ca7ec118276106b6b90f769968207daf6d19201cff447a45aa4f807d2,51,0.2494704464289376,True
23,C6,3,41d514b2e2ef238c837a1a89f687afaeef91fecdf9007a77d7953f660c970890,102,0.159172405461006,True
23,C6,0,7ea17b19dc5324863420661ac9bbb4f19970051ec8f308b46989de2b74c1c8c4,100,2.907866618989714,True
23,C6,1,bd507101532bfd89139200067991e8c01a013157ad39da194746aeaa0f16e4d4,52,0.18572641091249653,True
23,C6,2,aabc04390c4e96a4d2d9e7640b65d1d61da6c172047a2dee78201968d9c9fb44,102,6.498168483895354,True
23,C6,3,d5ab2e82378308fdbf3d9bb96c2812d770244cb61ff22e8b93b23f2f0893adcc,147,0.15417148426710595,True
25,D4,0,f65beb422b48872a30a0dd9ec9e8b138309a138fa9758166ae3d12deb1f551bf,3,7.7583186363589505,True
25,D4,1,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,10.999999999999758,True
25,D4,2,d8220c5b1736e31a2bdcea7ea9d9a8bf0156a0911f9d63920c400dea8d8e85d1,3,9.277676751768347,True
25,D4,0,a0736abdcae88f214358845ff07b6f119272908e9540b31b07193c7f9813e1ea,3,7.80103565466325,True
25,D4,1,be16dbbd57eb8d5621a0429809be9c0c4a89a95d08af05b821bd560feafe240b,3,6.544082147579674,True
25,D4,2,9c18cdbcc148aabe5d2c8317eb07c21749d912059786cb126ecd31a2b4876bd3,3,10.135035642604258,True
25,D4,0,98d14a5dfa75de23817037cb2dbcc441d9b48b4002b5af2161b046fbaa0ee7bc,3,10.783375060887357,True
25,D4,1,c8fe52b79edeb0f1372d8f64b5b0be117d98e1201db21aa369c207908c8b1fed,3,7.240360423122772,True
