number,id,arm,call,state,kind,status,grant_work,grant_seconds,work,seconds,optional_work,core_work,optional_seconds,core_seconds
35,C6,candidate,4,L0|bf2992d220ec3f691ea0d974b8e4f839fc2bcadda0010e3ccb20436ac162209b,core,TIME_LIMIT,0,0,1627.2477124845134,582.76792390000003,30.000926080526956,1627.2477124845134,11.3604059,582.76792390000003
38,D7,candidate,0,L0,optional,canonical_build,0,0,0,1.3901296000000001,0,0,1.3901296000000001,0
38,D7,candidate,1,L0|f9469522f7aacde46496bf7affbb34193aa3f1765699f4efce12fe4fe3b1ff7e,optional,OPTIMAL,30,15,10.366784034796591,3.3118078999999998,10.366784034796591,0,4.7019374999999997,0
38,D7,candidate,2,L0.0,optional,canonical_build,0,0,0,1.3892359999999999,10.366784034796591,0,6.0911735,0
38,D7,candidate,3,L0.0|0dfe26cb63e08f2ce9ee5effaacd60184663a74bef86bb1dfe3b61183fc9bf75,optional,OPTIMAL,19.633215965203409,15,11.067607347837157,3.4662823999999999,21.434391382633748,0,9.5574559000000008,0
38,D7,candidate,4,L0.1,optional,canonical_build,0,0,0,1.3817333999999999,21.434391382633748,0,10.939189300000001,0
38,D7,candidate,5,L0.1|de8248a827741217fcfedfc3ff1e2f0f1c5aa9e7bf8f742f84e58ae0b256cf06,optional,INFEASIBLE,8.5656086173662516,15,4.887505695885598,1.6988133999999999,26.321897078519346,0,12.638002700000001,0
38,D7,candidate,6,L0.0.0,optional,canonical_build,0,0,0,1.3735949999999999,26.321897078519346,0,14.011597700000001,0
38,D7,candidate,7,L0.0.0|6c5f54b5f6c72dea0c32e737be79c815280c14b047cf1274d5e37d05a8d94f07,optional,WORK_LIMIT,3.6781029214806544,15,3.6792903893507138,1.3672443000000001,30.001187467870061,0,15.378842000000001,0
38,D7,candidate,8,L0.0|0dfe26cb63e08f2ce9ee5effaacd60184663a74bef86bb1dfe3b61183fc9bf75,core,TIME_LIMIT,0,0,1548.9091926162635,638.06761389999997,30.001187467870061,1548.9091926162635,15.378842000000001,638.06761389999997
41,D3,candidate,0,L0,optional,canonical_build,0,0,0,0.045562699999999998,0,0,0.045562699999999998,0
41,D3,candidate,1,L0|393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,optional,OPTIMAL,30,15,0.069433667592465456,0.043717399999999997,0.069433667592465456,0,0.089280100000000001,0
41,D3,candidate,2,L0.0,optional,canonical_build,0,0,0,0.037776200000000003,0.069433667592465456,0,0.12705630000000001,0
41,D3,candidate,3,L0.0|87542272e41f9fab7074c4909e928866dff0c1bc41c9b0d04248129ed953c9f6,optional,OPTIMAL,29.930566332407533,15,0.075724599196220446,0.0459846,0.1451582667886859,0,0.1730409,0
41,D3,candidate,4,L0.1,optional,canonical_build,0,0,0,0.039587799999999999,0.1451582667886859,0,0.2126287,0
41,D3,candidate,5,L0.1|4a84e7bed82e3a611e3ff842d4dc24a853eb340b0a008de450e6d0d5716de461,optional,OPTIMAL,29.854841733211313,15,0.076797283038701356,0.045631199999999997,0.22195554982738724,0,0.25825989999999999,0
41,D3,candidate,6,L0|393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,core,INTERRUPTED,0,0,0.2870838002983353,0.183506,0.22195554982738724,0.2870838002983353,0.25825989999999999,0.183506
41,D3,candidate,7,L0|393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,core,TIME_LIMIT,0,0,447.5936989324303,294.4047885,0.22195554982738724,447.88078273272862,0.25825989999999999,294.58829450000002
44,D4,candidate,0,L0,optional,canonical_build,0,0,0,0.0365189,0,0,0.0365189,0
44,D4,candidate,1,L0|0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,optional,OPTIMAL,30,15,0.077867609219024553,0.047734800000000001,0.077867609219024553,0,0.084253700000000001,0
44,D4,candidate,2,L0.0,optional,canonical_build,0,0,0,0.036575099999999999,0.077867609219024553,0,0.1208288,0
44,D4,candidate,3,L0.0|e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5,optional,OPTIMAL,29.922132390780977,15,0.14039999302008316,0.067556400000000003,0.21826760223910771,0,0.1883852,0
44,D4,candidate,4,L0.1,optional,canonical_build,0,0,0,0.037266500000000001,0.21826760223910771,0,0.22565170000000001,0
44,D4,candidate,5,L0.1|356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d,optional,OPTIMAL,29.781732397760891,15,0.15754548944746918,0.077594700000000003,0.37581309168657689,0,0.30324640000000003,0
44,D4,candidate,6,L0|0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,core,OPTIMAL,0,0,208.57610945706659,126.4853288,0.37581309168657689,208.57610945706659,0.30324640000000003,126.4853288
48,C2,candidate,0,L0,optional,canonical_build,0,0,0,0.1013144,0,0,0.1013144,0
48,C2,candidate,1,L0|48f00424ac4080a0b940b5a8c9351072ce8bb94243b95cfeec26fc580474e014,optional,OPTIMAL,30,15,0.28866487798806356,0.13225439999999999,0.28866487798806356,0,0.23356879999999999,0
48,C2,candidate,2,L0.0,optional,canonical_build,0,0,0,0.093529600000000004,0.28866487798806356,0,0.32709840000000001,0
48,C2,candidate,3,L0.0|c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,optional,OPTIMAL,29.711335122011935,15,0.32894918216854385,0.1454162,0.61761406015660736,0,0.47251460000000001,0
48,C2,candidate,4,L0.1,optional,canonical_build,0,0,0,0.094683699999999996,0.61761406015660736,0,0.56719830000000004,0
48,C2,candidate,5,L0.1|08ef6abb1c0c5868e0ab1740f99b0a9be2cdd1cc011fb1f21a8c2e0b78596fcc,optional,INFEASIBLE,29.382385939843392,15,0.17849820609308431,0.096246700000000004,0.79611226624969167,0,0.66344500000000006,0
48,C2,candidate,6,L0.0.0,optional,canonical_build,0,0,0,0.093437400000000004,0.79611226624969167,0,0.75688240000000007,0
48,C2,candidate,7,L0.0.0|59282f716df3cf826b40f7c0486fa7d3433777a490cd3c3b6a6b054d78e0fd69,optional,OPTIMAL,29.203887733750307,15,0.40601020663551096,0.17468520000000001,1.2021224728852027,0,0.93156760000000005,0
48,C2,candidate,8,L0.0.1,optional,canonical_build,0,0,0,0.093547599999999995,1.2021224728852027,0,1.0251152000000001,0
48,C2,candidate,9,L0.0.1|bfebdb0b67b95a67886ef04ce44ec71aced3d24a4f6dcdd14695162f0332d223,optional,OPTIMAL,28.797877527114796,15,0.2827497643399095,0.13168060000000001,1.4848722372251122,0,1.1567958,0
48,C2,candidate,10,L0.0|c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,core,INTERRUPTED,0,0,0.53634831501589353,0.29031459999999998,1.4848722372251122,0.53634831501589353,1.1567958,0.29031459999999998
48,C2,candidate,11,L0.0|c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,core,OPTIMAL,0,0,1067.6155287133017,522.77409079999995,1.4848722372251122,1068.1518770283176,1.1567958,523.06440539999994
53,C8,candidate,0,L0,optional,canonical_build,0,0,0,0.33215210000000001,0,0,0.33215210000000001,0
53,C8,candidate,1,L0|9dace0d5a2234c41d0a6ddeb2a838650319bc7c7779b89e67fd95d6c067ecf03,optional,OPTIMAL,30,15,1.8395174671949419,0.66704770000000002,1.8395174671949419,0,0.99919979999999997,0
53,C8,candidate,2,L0.0,optional,canonical_build,0,0,0,0.3334432,1.8395174671949419,0,1.332643,0
53,C8,candidate,3,L0.0|44a99dfedb662319aa074838771475b3ea879f6798692f6fb4a1ffebe5f024ab,optional,OPTIMAL,28.160482532805059,15,1.5837124689887609,0.59628809999999999,3.4232299361837031,0,1.9289311,0
53,C8,candidate,4,L0.1,optional,canonical_build,0,0,0,0.33323570000000002,3.4232299361837031,0,2.2621668000000001,0
53,C8,candidate,5,L0.1|1300bb9957f7994cedbbed325e1271064e26ee5f65b8c39bebb3e18f089244b9,optional,OPTIMAL,26.576770063816298,15,1.3346328295380194,0.51138419999999996,4.7578627657217227,0,2.7735510000000003,0
53,C8,candidate,6,L0|9dace0d5a2234c41d0a6ddeb2a838650319bc7c7779b89e67fd95d6c067ecf03,core,INTERRUPTED,0,0,3.1337043753700473,1.3844995,4.7578627657217227,3.1337043753700473,2.7735510000000003,1.3844995
53,C8,candidate,7,L0|9dace0d5a2234c41d0a6ddeb2a838650319bc7c7779b89e67fd95d6c067ecf03,core,TIME_LIMIT,0,0,1319.2677387374192,588.84411480000006,4.7578627657217227,1322.4014431127894,2.7735510000000003,590.2286143
