station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,3,11,3
2,14,10,14
3,2,10,2
4,3,11,11
5,18,12,18
6,16,11,11
7,16,11,16
8,16,10,10
9,3,11,3
10,15,10,10
11,3,10,3
12,3,10,10
