parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,0.010531821072417871,L1.0,0.0090877748991046899,0,L1.1,0.0096270699235085633,0,0.0090877748991046899,9.9999999999999995e-08,"current_child_gain_not_strict"
L2,0.013562980770791608,L2.0,0.010705212416745241,0,L2.1,0.011858729806659227,0,0.010705212416745241,9.9999999999999995e-08,"current_child_gain_not_strict"
