vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,18,45,43,0]",30,745.7288468534957,960.0,1705.7288468534957,1800.0,0.9476271371408309,0
1,True,"[0,36,6,0]",30,1153.8830502180117,600.0,1753.8830502180117,1800.0,0.9743794723433399,0
2,True,"[0,15,26,0]",30,1101.7680346044913,600.0,1701.7680346044913,1800.0,0.945426685891384,0
3,True,"[0,23,5,0]",30,1332.1854757305794,360.0,1692.1854757305794,1800.0,0.9401030420725441,0
