leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.36235466278458461,round19_v2_projected_centering,b352063e052da501,310481e9daacd4564f9ccde3e74be4cedf9fd55da09909557018036500dbf174,310481e9daacd4564f9ccde3e74be4cedf9fd55da09909557018036500dbf174,6,9,0,1
R.0,0,0.18117733139229231,round19_v2_projected_centering,6b8b54ad85376e5f,744a9bf1eb9e14b7fe3f48c2427fc87713f017b49ece8d329b2c6872500b15ee,744a9bf1eb9e14b7fe3f48c2427fc87713f017b49ece8d329b2c6872500b15ee,6,9,0,1
R.1,0.18117733139229231,0.36235466278458461,round19_v2_projected_centering,7dda0c82db5b86b0,d75fc6ff983185ab751b922bf916c534b4a46f1993da865cceb3b06c33f165b2,d75fc6ff983185ab751b922bf916c534b4a46f1993da865cceb3b06c33f165b2,6,9,0,1
R.0.0,0,0.090588665696146153,round19_v2_projected_centering,68c5203bd69cd551,b4ebb658574c231bff6ce5568de09b80b13684a12b322bf4e8a093a584f7c573,b4ebb658574c231bff6ce5568de09b80b13684a12b322bf4e8a093a584f7c573,6,9,0,1
R.0.1,0.090588665696146153,0.18117733139229231,round19_v2_projected_centering,156197cdb5bc134f,e683752efbd51a122c6c691d9a61f1c27a277b29925dfe50df1d4a87f46e1ef0,e683752efbd51a122c6c691d9a61f1c27a277b29925dfe50df1d4a87f46e1ef0,6,9,0,1
R.0.1.0,0.090588665696146153,0.13588299854421923,round19_v2_projected_centering,c9418d2b62e3c219,8081fb7e5f2b38d0bf1bce9112154754e55b98703261a16664e47783eca01c83,8081fb7e5f2b38d0bf1bce9112154754e55b98703261a16664e47783eca01c83,6,9,0,1
R.0.1.1,0.13588299854421923,0.18117733139229231,round19_v2_projected_centering,e5932b60bcdcff0b,eb6f28440d9781395d31cc9ba17d5f2cebd6d38bdeb5e47b94dc4435e63e73c2,eb6f28440d9781395d31cc9ba17d5f2cebd6d38bdeb5e47b94dc4435e63e73c2,6,9,0,1
R.0.1.0.0,0.090588665696146153,0.11323583212018269,round19_v2_projected_centering,b02de1496528e26f,eac5caaa9b8f79b15ef02ce18a61cede8676fa64f8450d09fa30ed817483d566,eac5caaa9b8f79b15ef02ce18a61cede8676fa64f8450d09fa30ed817483d566,6,9,0,1
R.0.1.0.1,0.11323583212018269,0.13588299854421923,round19_v2_projected_centering,9daa95182b3b5ea2,5731300b6591ceef923b8ca528de3fbcd242d1bd0501fea352346ac1f5bc8b1e,5731300b6591ceef923b8ca528de3fbcd242d1bd0501fea352346ac1f5bc8b1e,6,9,0,1
R.0.1.0.0.0,0.090588665696146153,0.10191224890816442,round19_v2_projected_centering,eb33888906d57aad,f944fb9659d914233488acbe22c2255abc0cdb2573adffe975bdb8fe99884291,f944fb9659d914233488acbe22c2255abc0cdb2573adffe975bdb8fe99884291,6,9,0,1
R.0.1.0.0.1,0.10191224890816442,0.11323583212018269,round19_v2_projected_centering,276eaa3cdbbc0cbe,0403ba16ee300de48134aae07389576b4d56cb25c4b13c0b4154bba9dc02341b,0403ba16ee300de48134aae07389576b4d56cb25c4b13c0b4154bba9dc02341b,6,9,0,1
R.0.1.0.0.1.0,0.10191224890816442,0.10757404051417355,round19_v2_projected_centering,5e638ece9c92415f,456d10d4d6abd273253a30ae51f8a28b093c99f7fc9ef73ea76829f4279b5996,456d10d4d6abd273253a30ae51f8a28b093c99f7fc9ef73ea76829f4279b5996,6,9,0,1
R.0.1.0.0.1.1,0.10757404051417355,0.11323583212018269,round19_v2_projected_centering,fa573261cba48bc9,4d14b76ca28782a8f710ace6ecbb47644f03282332dc8b5aaaa0c64aada46f3e,4d14b76ca28782a8f710ace6ecbb47644f03282332dc8b5aaaa0c64aada46f3e,6,9,0,1
R.0.1.0.0.1.1.1,0.11040493631717813,0.11323583212018269,round19_v2_projected_centering,fb43c2d6decb9bf2,698ba6885538fcb830ba93cc2c57de097e78656477857b20ef3ef148cbf31867,698ba6885538fcb830ba93cc2c57de097e78656477857b20ef3ef148cbf31867,6,9,0,1
