time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
60.2756,0.745475,0.583173,0.217715,1,1,inventory_route_gini_relaxation,0,1753356,42.0599,0,0
