time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
69.1697,0.735319,0.582697,0.207558,1,1,inventory_route_gini_relaxation,1,1451996,41.9648,18.2465,0.0041156
