time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
69.0337,0.735319,0.58302,0.207119,1,1,inventory_route_gini_relaxation,1,1445400,41.9274,18.1613,0.0041418
