time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
81.3301,0.745475,0.585988,0.21394,1,1,focused_inventory_route_gini_relaxation,1,1458604,63.9136,9.25909,0.0019508
