time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
66.5015,0.368582,0.278083,0.245531,1,1,inventory_route_gini_relaxation,1,936486,49.2272,9.13629,0.0028054
