time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
68.5222,0.745475,0.583173,0.217715,1,1,inventory_route_gini_relaxation,1,1450716,42.0036,18.3274,0.0045474
