time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
66.6311,0.368582,0.278083,0.245531,1,1,inventory_route_gini_relaxation,1,951902,49.2824,9.21057,0.0028572
