time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
60.3892,0.745475,0.582697,0.218354,1,1,inventory_route_gini_relaxation,0,1772830,42.1824,0,0
