time,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_LB_interval,lb_source,open_nodes,columns,bound_time_seconds,master_time_seconds,pricing_time_seconds
68.2964,0.368582,0.281763,0.235548,1,1,focused_inventory_route_gini_relaxation,0,987950,50.172,0,0
