vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,16,7,3,13,12,14,5,0]",30,6347.0640551874885,4080.0,10427.06405518749,18000.0,0.579281336399305,22
1,True,"[0,17,11,6,18,20,10,1,2,9,8,15,19,4,0]",30,9373.05683425961,5280.0,14653.05683425961,18000.0,0.8140587130144228,4
