run_id,node_uid,parent_uid,native_depth,gini_generation,relaxation_pass,gamma_L,gamma_U,pre_local_row_relaxation,post_local_row_relaxation,delta_rows_attached,duplicates_omitted,row_factory_seconds,row_api_seconds,status
stage3__moderate_seed3302__root_flow_only__1800s,1,0,1,1,1,0,0.097818103274506185,0.11066165400206308,,1421,0,0.014393100000000001,0.00052780000000000004,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,1,0,1,1,2,0,0.097818103274506185,0.11066165400206308,0.11236892714940583,,,0.014393100000000001,0.00052780000000000004,passed
stage3__moderate_seed3302__root_flow_only__1800s,2,0,1,1,1,0.097818103274506185,0.19563620654899999,0.16971457926237446,,1421,0,0.013389099999999999,0.00046710000000000002,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,2,0,1,1,2,0.097818103274506185,0.19563620654899999,0.16971457926237446,0.17517915264037487,,,0.013389099999999999,0.00046710000000000002,passed
stage3__moderate_seed3302__root_flow_only__1800s,3,1,2,2,1,0,0.048909051637253093,0.11236892714940572,,1421,0,0.014211,0.0005128,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,3,1,2,2,2,0,0.048909051637253093,0.11236892714940572,0.11808669315814475,,,0.014211,0.0005128,passed
stage3__moderate_seed3302__root_flow_only__1800s,4,1,2,2,1,0.048909051637253093,0.097818103274506185,0.12840692867650549,,1421,0,0.014258099999999999,0.00048369999999999999,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,4,1,2,2,2,0.048909051637253093,0.097818103274506185,0.12840692867650549,0.14365635379962732,,,0.014258099999999999,0.00048369999999999999,passed
stage3__moderate_seed3302__root_flow_only__1800s,7,3,3,3,1,0,0.024454525818626546,0.11808669315813657,,1421,0,0.0141043,0.00047629999999999998,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,7,3,3,3,2,0,0.024454525818626546,0.11808669315813657,0.13579746418916416,,,0.0141043,0.00047629999999999998,passed
stage3__moderate_seed3302__root_flow_only__1800s,8,3,3,3,1,0.024454525818626546,0.048909051637253093,0.12308631930776229,,1421,0,0.014451500000000001,0.00046729999999999997,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,8,3,3,3,2,0.024454525818626546,0.048909051637253093,0.12308631930776229,0.13222271402225566,,,0.014451500000000001,0.00046729999999999997,passed
stage3__moderate_seed3302__root_flow_only__1800s,13,8,4,4,1,0.024454525818626546,0.036681788727939819,0.13222271402225566,,1421,0,0.014486499999999999,0.00047370000000000002,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,13,8,4,4,2,0.024454525818626546,0.036681788727939819,0.13222271402225566,0.13485238750575923,,,0.014486499999999999,0.00047370000000000002,passed
stage3__moderate_seed3302__root_flow_only__1800s,14,8,4,4,1,0.036681788727939819,0.048909051637253093,0.13482441645449139,,1421,0,0.0145779,0.00046920000000000002,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,14,8,4,4,2,0.036681788727939819,0.048909051637253093,0.13482441645449139,0.13933556338377015,,,0.0145779,0.00046920000000000002,passed
stage3__moderate_seed3302__root_flow_only__1800s,15,13,5,5,1,0.024454525818626546,0.030568157273283183,0.13485238750575923,,1421,0,0.015121000000000001,0.00049609999999999997,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,15,13,5,5,2,0.024454525818626546,0.030568157273283183,0.13485238750575923,0.13829514570371426,,,0.015121000000000001,0.00049609999999999997,passed
stage3__moderate_seed3302__root_flow_only__1800s,16,13,5,5,1,0.030568157273283183,0.036681788727939819,0.13574815551508973,,1421,0,0.0155926,0.00087730000000000002,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,16,13,5,5,2,0.030568157273283183,0.036681788727939819,0.13574815551508973,0.13818044643977451,,,0.0155926,0.00087730000000000002,passed
stage3__moderate_seed3302__root_flow_only__1800s,21,16,6,6,1,0.030568157273283183,0.033624973000611499,0.13818044643977448,,1421,0,0.0156372,0.00094149999999999995,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,21,16,6,6,2,0.030568157273283183,0.033624973000611499,0.13818044643977448,0.13911532445322,,,0.0156372,0.00094149999999999995,passed
stage3__moderate_seed3302__root_flow_only__1800s,23,21,7,7,1,0.030568157273283183,0.032096565136947343,0.13911532445322,,1421,0,0.0153908,0.00050029999999999996,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,23,21,7,7,2,0.030568157273283183,0.032096565136947343,0.13911532445322,0.13991553415090283,,,0.0153908,0.00050029999999999996,passed
stage3__moderate_seed3302__root_flow_only__1800s,24,21,7,7,1,0.032096565136947343,0.033624973000611499,0.13933944877953741,,1421,0,0.014659200000000001,0.00046119999999999999,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,24,21,7,7,2,0.032096565136947343,0.033624973000611499,0.13933944877953741,0.1399466212540674,,,0.014659200000000001,0.00046119999999999999,passed
stage3__moderate_seed3302__root_flow_only__1800s,25,23,8,8,1,0.030568157273283183,0.031332361205115261,0.13991553415090283,,1421,0,0.014423099999999999,0.00046789999999999999,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,25,23,8,8,2,0.030568157273283183,0.031332361205115261,0.13991553415090283,0.14052179741534201,,,0.014423099999999999,0.00046789999999999999,passed
stage3__moderate_seed3302__root_flow_only__1800s,26,23,8,8,1,0.031332361205115261,0.032096565136947343,0.13993950648659786,,1421,0,0.0148101,0.00051429999999999998,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,26,23,8,8,2,0.031332361205115261,0.032096565136947343,0.13993950648659786,0.14027066900410612,,,0.0148101,0.00051429999999999998,passed
stage3__moderate_seed3302__root_flow_only__1800s,31,26,9,9,1,0.031332361205115261,0.031714463171031299,0.14027066900410626,,1421,0,0.0145203,0.00050659999999999995,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,31,26,9,9,2,0.031332361205115261,0.031714463171031299,0.14027066900410626,0.14057387402142446,,,0.0145203,0.00050659999999999995,passed
stage3__moderate_seed3302__root_flow_only__1800s,32,26,9,9,1,0.031714463171031299,0.032096565136947343,0.14028268829082735,,1421,0,0.014575899999999999,0.00051380000000000002,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,32,26,9,9,2,0.031714463171031299,0.032096565136947343,0.14028268829082735,0.1404482701256034,,,0.014575899999999999,0.00051380000000000002,passed
stage3__moderate_seed3302__root_flow_only__1800s,35,32,10,10,1,0.031714463171031299,0.031905514153989317,0.1404482701256036,,1421,0,0.014510800000000001,0.0004908,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,35,32,10,10,2,0.031714463171031299,0.031905514153989317,0.1404482701256036,0.14059989105517937,,,0.014510800000000001,0.0004908,passed
stage3__moderate_seed3302__root_flow_only__1800s,36,32,10,10,1,0.031905514153989317,0.032096565136947343,0.1404542881040195,,1421,0,0.014400400000000001,0.00050319999999999998,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,36,32,10,10,2,0.031905514153989317,0.032096565136947343,0.1404542881040195,0.14053707915726868,,,0.014400400000000001,0.00050319999999999998,passed
stage3__moderate_seed3302__root_flow_only__1800s,12,7,4,4,1,0.012227262909313273,0.024454525818626546,0.13582085515120493,,1421,0,0.014432,0.00053850000000000002,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,12,7,4,4,2,0.012227262909313273,0.024454525818626546,0.13582085515120493,0.14070301651578798,,,0.014432,0.00053850000000000002,passed
stage3__moderate_seed3302__root_flow_only__1800s,77,12,5,5,1,0.012227262909313273,0.01834089436396991,0.14070301651579487,,1421,0,0.014500799999999999,0.00051639999999999998,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,77,12,5,5,2,0.012227262909313273,0.01834089436396991,0.14070301651579487,0.15456020722943187,,,0.014500799999999999,0.00051639999999999998,passed
stage3__moderate_seed3302__root_flow_only__1800s,78,12,5,5,1,0.01834089436396991,0.024454525818626546,0.14071591468061134,,1421,0,0.0143342,0.00055639999999999997,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,78,12,5,5,2,0.01834089436396991,0.024454525818626546,0.14071591468061134,0.14312438230439922,,,0.0143342,0.00055639999999999997,passed
stage3__moderate_seed3302__root_flow_only__1800s,81,78,6,6,1,0.01834089436396991,0.021397710091298226,0.14312438230440075,,1421,0,0.0149786,0.00052740000000000003,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,81,78,6,6,2,0.01834089436396991,0.021397710091298226,0.14312438230440075,0.15007718750301821,,,0.0149786,0.00052740000000000003,passed
stage3__moderate_seed3302__root_flow_only__1800s,82,78,6,6,1,0.021397710091298226,0.024454525818626546,0.14313083142669625,,1421,0,0.0148059,0.00052269999999999997,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,82,78,6,6,2,0.021397710091298226,0.024454525818626546,0.14313083142669625,0.14433506539350111,,,0.0148059,0.00052269999999999997,passed
stage3__moderate_seed3302__root_flow_only__1800s,85,82,7,7,1,0.021397710091298226,0.022926117954962386,0.14433506539349877,,1421,0,0.014554900000000001,0.0005752,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,85,82,7,7,2,0.021397710091298226,0.022926117954962386,0.14433506539349877,0.14781755563662252,,,0.014554900000000001,0.0005752,passed
stage3__moderate_seed3302__root_flow_only__1800s,86,82,7,7,1,0.022926117954962386,0.024454525818626546,0.14433828996462189,,1421,0,0.014262800000000001,0.00053459999999999998,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,86,82,7,7,2,0.022926117954962386,0.024454525818626546,0.14433828996462189,0.14494040698675156,,,0.014262800000000001,0.00053459999999999998,passed
stage3__moderate_seed3302__root_flow_only__1800s,89,86,8,8,1,0.022926117954962386,0.023690321886794465,0.14494040698675062,,1421,0,0.014707,0.00050040000000000002,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,89,86,8,8,2,0.022926117954962386,0.023690321886794465,0.14494040698675062,0.14668317706042455,,,0.014707,0.00050040000000000002,passed
stage3__moderate_seed3302__root_flow_only__1800s,90,86,8,8,1,0.023690321886794465,0.024454525818626546,0.1449420192748038,,1421,0,0.0148202,0.00056079999999999997,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,90,86,8,8,2,0.023690321886794465,0.024454525818626546,0.1449420192748038,0.14524307779555112,,,0.0148202,0.00056079999999999997,passed
stage3__moderate_seed3302__root_flow_only__1800s,93,90,9,9,1,0.023690321886794465,0.024072423852710505,0.14524307779554874,,1421,0,0.0140965,0.00053499999999999999,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,93,90,9,9,2,0.023690321886794465,0.024072423852710505,0.14524307779554874,0.14611484445145009,,,0.0140965,0.00053499999999999999,passed
stage3__moderate_seed3302__root_flow_only__1800s,94,90,9,9,1,0.024072423852710505,0.024454525818626546,0.14524388394020299,,1421,0,0.014456,0.00056689999999999996,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,94,90,9,9,2,0.024072423852710505,0.024454525818626546,0.14524388394020299,0.14539441320299651,,,0.014456,0.00056689999999999996,passed
stage3__moderate_seed3302__root_flow_only__1800s,97,94,10,10,1,0.024072423852710505,0.024263474835668528,0.14539441320299609,,1421,0,0.0142988,0.0005641,awaiting_reoptimization
stage3__moderate_seed3302__root_flow_only__1800s,97,94,10,10,2,0.024072423852710505,0.024263474835668528,0.14539441320299609,0.14583039198339365,,,0.0142988,0.0005641,passed
