query,vehicle,model_reused,work_limit,time_limit,columns,rows
0,0,0,17.570486498001333,14.997400600000001,5000,7600
1,1,0,17.507302238928837,14.9961149,5000,7600
2,2,0,17.476487275444363,14.997454400000001,5000,7600
3,3,0,17.429164373627351,14.9971558,5000,7600
