parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L0,0.51295,L0.0,0,1,L0.1,0.441599,0,0.441599,1e-07,"current_complete_child_infeasibility"
L1,0.521126,L1.0,0.484469,0,L1.1,0.578106,0,0.484469,1e-07,"current_child_gain_not_strict"
