station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,2,10,9
2,14,9,8
3,4,12,10
4,16,11,9
5,4,12,10
6,17,12,10
7,16,11,10
8,3,11,10
9,3,10,9
10,22,15,13
11,1,10,9
12,20,14,12
13,14,9,8
14,4,12,10
15,12,8,7
16,2,11,10
17,16,11,10
18,16,11,10
19,4,11,10
20,4,11,10
