vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,13,17,6,0,0,6,207.70544087047153,360.0,8
0,2,13,17,15,6,0,6,12,587.6970548862096,360.0,10
0,3,17,15,16,5,0,12,17,718.2836632196446,300.0,7
0,4,15,16,11,0,8,17,9,101.6469069363056,480.0,10
0,5,16,11,2,0,8,9,1,475.59716692788805,480.0,9
0,6,11,2,7,6,0,1,7,447.5531700981714,360.0,8
0,7,2,7,4,6,0,7,13,395.5729033479551,360.0,10
0,8,7,4,8,7,0,13,20,207.55133929510407,420.0,9
0,9,4,8,3,0,7,20,13,340.1913919460763,420.0,10
0,10,8,3,1,0,6,13,7,376.70671895208005,360.0,10
0,11,3,1,0,0,7,7,0,384.9986927654288,420.0,9
1,1,0,6,9,7,0,0,7,400.1639348692634,420.0,10
1,2,6,9,10,0,6,7,1,535.998851418529,360.0,9
1,3,9,10,14,9,0,1,10,558.017840004772,540.0,13
1,4,10,14,18,0,6,10,4,142.4703374912735,360.0,10
1,5,14,18,19,6,0,4,10,1225.0349322608188,360.0,10
1,6,18,19,12,0,6,10,4,316.2699016396246,360.0,10
1,7,19,12,5,8,0,4,12,268.787116239612,480.0,12
1,8,12,5,20,0,6,12,6,536.8294723201309,360.0,10
1,9,5,20,0,0,6,6,0,688.4544529721894,360.0,10
