profile,selection_reason,generic_metrics_used,observed_variant,observed_1200s_LB,paper_default_candidate,diagnostic_only
structural_none,not_selected_by_fresh_bound_runtime_policy,gamma_U|S_bucket_active|root_GSH_gap|root_SP_gap|route_fractionality|model_size|1200s_LB|exact_interval_runtime,static_tailored_compact_bc,0.048388162834,False,False
structural_gs_only,not_selected_by_fresh_bound_runtime_policy,gamma_U|S_bucket_active|root_GSH_gap|root_SP_gap|route_fractionality|model_size|1200s_LB|exact_interval_runtime,gs_static_upper_only,0.0487233640003,False,False
structural_sp_only,not_selected_by_fresh_bound_runtime_policy,gamma_U|S_bucket_active|root_GSH_gap|root_SP_gap|route_fractionality|model_size|1200s_LB|exact_interval_runtime,sp_disaggregated_additive,0.0487233640003,False,False
structural_gs_plus_sp,not_selected_by_fresh_bound_runtime_policy,gamma_U|S_bucket_active|root_GSH_gap|root_SP_gap|route_fractionality|model_size|1200s_LB|exact_interval_runtime,gs_plus_sp,0.0487233640003,False,False
structural_route_limited,fastest_fresh_exact_interval_optimum,gamma_U|S_bucket_active|root_GSH_gap|root_SP_gap|route_fractionality|model_size|1200s_LB|exact_interval_runtime,route_cutset_callback_limited,0.0487233640003,True,False
structural_gs_sp_route_limited,not_selected_by_fresh_bound_runtime_policy,gamma_U|S_bucket_active|root_GSH_gap|root_SP_gap|route_fractionality|model_size|1200s_LB|exact_interval_runtime,gs_sp_route_limited,0.0487233640003,False,False
static_tailored_baseline,not_selected_by_fresh_bound_runtime_policy,gamma_U|S_bucket_active|root_GSH_gap|root_SP_gap|route_fractionality|model_size|1200s_LB|exact_interval_runtime,static_tailored_compact_bc,0.048388162834,False,False
