snapshot_id,snapshot_source,V,variable_count,unknown_unparsed_count,unknown_unparsed_fraction,family_counts,S,P,H,G,W_SP,W_GS,sum_i_w_i_T_SP_i,reconstructed_S_times_P,reconstructed_H_over_VS,G_gap,SP_gap,root_LP_objective,top_fractional_z,top_fractional_x,top_fractional_p,top_fractional_d,top_r_i,top_Y_i,top_e_i,top_h_i_j,top_T_SP_i,top_q_i,top_route_support_station_sets_by_vehicle,route_fractionality_score,z_fractionality_score,x_fractionality_score,fractional_z_count,fractional_x_count,W_GS_gap,SP_gap_disaggregated,SP_gap_aggregate,GSH_gap,objective_estimator_slack
dominant_k4_low_gini_1_gs_plus_sp_1200s:first_relaxation_callback,first_relaxation_callback,,2161,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.108056709897173,0.20773116312340634,4.568471333234329,0.0122881381662,3.4473944234681873,0.22842356666171698,3.4473944234735847,4.177070008498355,0.011359803185222096,-0.0009283349809779042,0.7296755850301682,,z_2_14:0.496384|z_0_11:0.487976|z_1_15:0.470545|z_1_10:0.535269|z_1_12:0.459614|z_1_16:0.562231|z_0_16:0.437769|z_0_1:0.437769,x_2_9_3:0.503616|x_2_9_14:0.496384|x_2_3_9:0.503616|x_0_2_11:0.487976|x_0_11_2:0.487976|x_1_18_10:0.535269|x_1_12_0:0.459614|x_1_0_12:0.459614,p_1_7:1.52707|p_1_10:0.535269|p_1_16:0.562231|p_1_15:4.60048|p_1_2:3.72217|p_0_2:12.2778|p_1_12:1.27437|p_2_14:7.1793,d_2_3:9.49748|d_1_17:5.55716|d_2_18:7.59829|d_2_19:6.39643|d_0_13:9.38869|d_0_5:0.636863|d_1_5:3.67842|d_1_18:0.716997,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_8:0.915764|r_7:0.915764|r_6:0.915764|r_5:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_5:0.0842358|e_3:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358,h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_5:0.0842358|h_4_20:0.0842358|h_4_19:0.0842358|h_4_18:0.0842358|h_4_17:0.0842358,T_SP_8:1.39793|T_SP_7:1.39793|T_SP_6:1.39793|T_SP_5:1.39793|T_SP_3:1.39793|T_SP_20:1.39793|T_SP_19:1.39793|T_SP_18:1.39793,,"k0:z_0_8=1,z_0_2=0.85111,z_0_13=0.67093,z_0_5=0.63686,z_0_11=0.48798,z_0_16=0.43777|k1:z_1_17=1,z_1_18=0.717,z_1_16=0.56223,z_1_10=0.53527,z_1_15=0.47055,z_1_12=0.45961|k2:z_2_9=1,z_2_4=1,z_2_19=0.76843,z_2_3=0.76102,z_2_14=0.49638,z_2_18=0.26201",20.572693720016986,7.261041532566275,13.311652187450704,26,48,0.018667012443284475,0.7296755850247707,0.7296755850301682,-0.0009283349809779042,4.856591724704817
dominant_k4_low_gini_1_gs_plus_sp_300s:first_relaxation_callback,first_relaxation_callback,,2161,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.108056709897173,0.20773116312340634,4.568471333234329,0.0122881381662,3.4473944234681873,0.22842356666171698,3.4473944234735847,4.177070008498355,0.011359803185222096,-0.0009283349809779042,0.7296755850301682,,z_2_14:0.496384|z_0_11:0.487976|z_1_15:0.470545|z_1_10:0.535269|z_1_12:0.459614|z_1_16:0.562231|z_0_16:0.437769|z_0_1:0.437769,x_2_9_3:0.503616|x_2_9_14:0.496384|x_2_3_9:0.503616|x_0_2_11:0.487976|x_0_11_2:0.487976|x_1_18_10:0.535269|x_1_12_0:0.459614|x_1_0_12:0.459614,p_1_7:1.52707|p_1_10:0.535269|p_1_16:0.562231|p_1_15:4.60048|p_1_2:3.72217|p_0_2:12.2778|p_1_12:1.27437|p_2_14:7.1793,d_2_3:9.49748|d_1_17:5.55716|d_2_18:7.59829|d_2_19:6.39643|d_0_13:9.38869|d_0_5:0.636863|d_1_5:3.67842|d_1_18:0.716997,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_8:0.915764|r_7:0.915764|r_6:0.915764|r_5:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_5:0.0842358|e_3:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358,h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_5:0.0842358|h_4_20:0.0842358|h_4_19:0.0842358|h_4_18:0.0842358|h_4_17:0.0842358,T_SP_8:1.39793|T_SP_7:1.39793|T_SP_6:1.39793|T_SP_5:1.39793|T_SP_3:1.39793|T_SP_20:1.39793|T_SP_19:1.39793|T_SP_18:1.39793,,"k0:z_0_8=1,z_0_2=0.85111,z_0_13=0.67093,z_0_5=0.63686,z_0_11=0.48798,z_0_16=0.43777|k1:z_1_17=1,z_1_18=0.717,z_1_16=0.56223,z_1_10=0.53527,z_1_15=0.47055,z_1_12=0.45961|k2:z_2_9=1,z_2_4=1,z_2_19=0.76843,z_2_3=0.76102,z_2_14=0.49638,z_2_18=0.26201",20.572693720016986,7.261041532566275,13.311652187450704,26,48,0.018667012443284475,0.7296755850247707,0.7296755850301682,-0.0009283349809779042,4.856591724704817
dominant_k4_low_gini_1_gs_sp_route_limited_1200s:first_relaxation_callback,first_relaxation_callback,,2161,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.108056709897173,0.20773116312340634,4.568471333234329,0.0122881381662,3.4473944234681873,0.22842356666171698,3.4473944234735847,4.177070008498355,0.011359803185222096,-0.0009283349809779042,0.7296755850301682,,z_2_14:0.496384|z_0_11:0.487976|z_1_15:0.470545|z_1_10:0.535269|z_1_12:0.459614|z_1_16:0.562231|z_0_16:0.437769|z_0_1:0.437769,x_2_9_3:0.503616|x_2_9_14:0.496384|x_2_3_9:0.503616|x_0_2_11:0.487976|x_0_11_2:0.487976|x_1_18_10:0.535269|x_1_12_0:0.459614|x_1_0_12:0.459614,p_1_7:1.52707|p_1_10:0.535269|p_1_16:0.562231|p_1_15:4.60048|p_1_2:3.72217|p_0_2:12.2778|p_1_12:1.27437|p_2_14:7.1793,d_2_3:9.49748|d_1_17:5.55716|d_2_18:7.59829|d_2_19:6.39643|d_0_13:9.38869|d_0_5:0.636863|d_1_5:3.67842|d_1_18:0.716997,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_8:0.915764|r_7:0.915764|r_6:0.915764|r_5:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_5:0.0842358|e_3:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358,h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_5:0.0842358|h_4_20:0.0842358|h_4_19:0.0842358|h_4_18:0.0842358|h_4_17:0.0842358,T_SP_8:1.39793|T_SP_7:1.39793|T_SP_6:1.39793|T_SP_5:1.39793|T_SP_3:1.39793|T_SP_20:1.39793|T_SP_19:1.39793|T_SP_18:1.39793,,"k0:z_0_8=1,z_0_2=0.85111,z_0_13=0.67093,z_0_5=0.63686,z_0_11=0.48798,z_0_16=0.43777|k1:z_1_17=1,z_1_18=0.717,z_1_16=0.56223,z_1_10=0.53527,z_1_15=0.47055,z_1_12=0.45961|k2:z_2_9=1,z_2_4=1,z_2_19=0.76843,z_2_3=0.76102,z_2_14=0.49638,z_2_18=0.26201",20.572693720016986,7.261041532566275,13.311652187450704,26,48,0.018667012443284475,0.7296755850247707,0.7296755850301682,-0.0009283349809779042,4.856591724704817
dominant_k4_low_gini_1_gs_sp_route_limited_300s:first_relaxation_callback,first_relaxation_callback,,2161,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_GS=1;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.108056709897173,0.20773116312340634,4.568471333234329,0.0122881381662,3.4473944234681873,0.22842356666171698,3.4473944234735847,4.177070008498355,0.011359803185222096,-0.0009283349809779042,0.7296755850301682,,z_2_14:0.496384|z_0_11:0.487976|z_1_15:0.470545|z_1_10:0.535269|z_1_12:0.459614|z_1_16:0.562231|z_0_16:0.437769|z_0_1:0.437769,x_2_9_3:0.503616|x_2_9_14:0.496384|x_2_3_9:0.503616|x_0_2_11:0.487976|x_0_11_2:0.487976|x_1_18_10:0.535269|x_1_12_0:0.459614|x_1_0_12:0.459614,p_1_7:1.52707|p_1_10:0.535269|p_1_16:0.562231|p_1_15:4.60048|p_1_2:3.72217|p_0_2:12.2778|p_1_12:1.27437|p_2_14:7.1793,d_2_3:9.49748|d_1_17:5.55716|d_2_18:7.59829|d_2_19:6.39643|d_0_13:9.38869|d_0_5:0.636863|d_1_5:3.67842|d_1_18:0.716997,r_4:1|r_2:1|r_9:1|r_10:0.936721|r_8:0.915764|r_7:0.915764|r_6:0.915764|r_5:0.915764,Y_13:28.3887|Y_7:27.4729|Y_17:26.5572|Y_20:24.7256|Y_12:24.7256|Y_8:22.8941|Y_6:22.8941|Y_11:19.231,e_8:0.0842358|e_7:0.0842358|e_6:0.0842358|e_5:0.0842358|e_3:0.0842358|e_20:0.0842358|e_19:0.0842358|e_18:0.0842358,h_4_8:0.0842358|h_4_7:0.0842358|h_4_6:0.0842358|h_4_5:0.0842358|h_4_20:0.0842358|h_4_19:0.0842358|h_4_18:0.0842358|h_4_17:0.0842358,T_SP_8:1.39793|T_SP_7:1.39793|T_SP_6:1.39793|T_SP_5:1.39793|T_SP_3:1.39793|T_SP_20:1.39793|T_SP_19:1.39793|T_SP_18:1.39793,,"k0:z_0_8=1,z_0_2=0.85111,z_0_13=0.67093,z_0_5=0.63686,z_0_11=0.48798,z_0_16=0.43777|k1:z_1_17=1,z_1_18=0.717,z_1_16=0.56223,z_1_10=0.53527,z_1_15=0.47055,z_1_12=0.45961|k2:z_2_9=1,z_2_4=1,z_2_19=0.76843,z_2_3=0.76102,z_2_14=0.49638,z_2_18=0.26201",20.572693720016986,7.261041532566275,13.311652187450704,26,48,0.018667012443284475,0.7296755850247707,0.7296755850301682,-0.0009283349809779042,4.856591724704817
dominant_k4_low_gini_1_sp_disaggregated_additive_1200s:first_relaxation_callback,first_relaxation_callback,,2160,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631655,0.16884315531482097,7.85330783504096,0.016764828795064933,2.8020300051331892,not_available,2.8020300051379863,3.4085129415943043,0.01945096435377925,0.002686135558714317,0.6064829364611151,,z_1_17:0.526874|z_2_13:0.473126|z_2_10:0.473126|z_1_10:0.526874|z_1_16:0.424056|z_0_16:0.575944|z_0_1:0.575944|z_2_20:0.576874,x_2_10_13:0.473126|x_2_0_10:0.473126|x_1_10_17:0.44195|x_1_19_16:0.424056|x_0_1_16:0.575944|x_2_9_20:0.576874|x_2_20_3:0.576874|x_2_13_3:0.423126,p_1_10:0.526874|p_2_10:9.47313|p_1_7:2.46281|p_1_15:4.55684|p_1_12:1.388|p_0_12:0.728529|p_0_2:15.7339|p_1_2:0.266149,d_0_1:5.5251|d_2_13:9.45989|d_1_17:5.62377|d_1_19:6.37038|d_1_5:4.36122|d_0_8:10.6854|d_1_11:2.27928|d_1_8:0.266149,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982,,"k0:z_0_8=0.73385,z_0_2=0.73385,z_0_14=0.73385,z_0_18=0.72853,z_0_12=0.72853,z_0_16=0.57594|k1:z_1_4=1,z_1_19=0.73385,z_1_10=0.52687,z_1_17=0.52687,z_1_16=0.42406,z_1_2=0.26615|k2:z_2_6=1,z_2_3=1,z_2_9=0.73927,z_2_20=0.57687,z_2_13=0.47313,z_2_10=0.47313",18.42910846364828,7.587200981115887,10.841907482532392,25,42,not_available,0.606482936456318,0.6064829364611151,0.002686135558714317,3.585897217342149
dominant_k4_low_gini_1_sp_disaggregated_additive_300s:first_relaxation_callback,first_relaxation_callback,,2160,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631655,0.16884315531482097,7.85330783504096,0.016764828795064933,2.8020300051331892,not_available,2.8020300051379863,3.4085129415943043,0.01945096435377925,0.002686135558714317,0.6064829364611151,,z_1_17:0.526874|z_2_13:0.473126|z_2_10:0.473126|z_1_10:0.526874|z_1_16:0.424056|z_0_16:0.575944|z_0_1:0.575944|z_2_20:0.576874,x_2_10_13:0.473126|x_2_0_10:0.473126|x_1_10_17:0.44195|x_1_19_16:0.424056|x_0_1_16:0.575944|x_2_9_20:0.576874|x_2_20_3:0.576874|x_2_13_3:0.423126,p_1_10:0.526874|p_2_10:9.47313|p_1_7:2.46281|p_1_15:4.55684|p_1_12:1.388|p_0_12:0.728529|p_0_2:15.7339|p_1_2:0.266149,d_0_1:5.5251|d_2_13:9.45989|d_1_17:5.62377|d_1_19:6.37038|d_1_5:4.36122|d_0_8:10.6854|d_1_11:2.27928|d_1_8:0.266149,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982,,"k0:z_0_8=0.73385,z_0_2=0.73385,z_0_14=0.73385,z_0_18=0.72853,z_0_12=0.72853,z_0_16=0.57594|k1:z_1_4=1,z_1_19=0.73385,z_1_10=0.52687,z_1_17=0.52687,z_1_16=0.42406,z_1_2=0.26615|k2:z_2_6=1,z_2_3=1,z_2_9=0.73927,z_2_20=0.57687,z_2_13=0.47313,z_2_10=0.47313",18.42910846364828,7.587200981115887,10.841907482532392,25,42,not_available,0.606482936456318,0.6064829364611151,0.002686135558714317,3.585897217342149
dominant_k4_low_gini_1_sp_disaggregated_additive_3600s:first_relaxation_callback,first_relaxation_callback,,2160,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631655,0.16884315531482097,7.85330783504096,0.016764828795064933,2.8020300051331892,not_available,2.8020300051379863,3.4085129415943043,0.01945096435377925,0.002686135558714317,0.6064829364611151,,z_1_17:0.526874|z_2_13:0.473126|z_2_10:0.473126|z_1_10:0.526874|z_1_16:0.424056|z_0_16:0.575944|z_0_1:0.575944|z_2_20:0.576874,x_2_10_13:0.473126|x_2_0_10:0.473126|x_1_10_17:0.44195|x_1_19_16:0.424056|x_0_1_16:0.575944|x_2_9_20:0.576874|x_2_20_3:0.576874|x_2_13_3:0.423126,p_1_10:0.526874|p_2_10:9.47313|p_1_7:2.46281|p_1_15:4.55684|p_1_12:1.388|p_0_12:0.728529|p_0_2:15.7339|p_1_2:0.266149,d_0_1:5.5251|d_2_13:9.45989|d_1_17:5.62377|d_1_19:6.37038|d_1_5:4.36122|d_0_8:10.6854|d_1_11:2.27928|d_1_8:0.266149,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_7:0.115427|e_20:0.115427|e_12:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_7_10:0.115427|h_4_7:0.115427|h_4_20:0.115427|h_4_12:0.115427|h_3_7:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_7:0.115427,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982,,"k0:z_0_8=0.73385,z_0_2=0.73385,z_0_14=0.73385,z_0_18=0.72853,z_0_12=0.72853,z_0_16=0.57594|k1:z_1_4=1,z_1_19=0.73385,z_1_10=0.52687,z_1_17=0.52687,z_1_16=0.42406,z_1_2=0.26615|k2:z_2_6=1,z_2_3=1,z_2_9=0.73927,z_2_20=0.57687,z_2_13=0.47313,z_2_10=0.47313",18.42910846364828,7.587200981115887,10.841907482532392,25,42,not_available,0.606482936456318,0.6064829364611151,0.002686135558714317,3.585897217342149
dominant_k4_low_gini_1_sp_disaggregated_callback_only_if_violated_10s:first_relaxation_callback,first_relaxation_callback,,2160,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486066,7.853307835040813,0.016764828795064784,2.802030005133848,not_available,2.802030005138645,3.4085129415950917,0.019450964353778966,0.0026861355587141818,0.6064829364612438,,z_1_18:0.514115|z_2_12:0.633333|z_2_20:0.364559|z_2_10:0.364559|z_1_10:0.635441|z_1_14:0.653614|z_0_9:0.278756|z_0_18:0.278756,x_1_9_18:0.514115|x_1_18_9:0.514115|x_1_4_10:0.602108|x_1_10_13:0.602108|x_0_1_19:0.382497|x_0_1_16:0.617503|x_0_19_16:0.382497|x_0_19_1:0.617503,p_0_16:11.4749|p_1_7:2.46281|p_1_15:4.55684|p_1_9:9.37617|p_0_9:0.623826|p_1_10:3.72159|p_2_10:6.27841|p_1_14:7.14715,d_0_1:5.5251|d_1_13:9.45989|d_2_8:0.559942|d_1_8:10.3916|d_0_17:5.62377|d_0_5:4.36122|d_0_19:8.36122|d_1_18:6.33344,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_20:0.115427|e_12:0.115427|e_7:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_4_20:0.115427|h_4_12:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_20:0.115427|h_2_12:0.115427|h_10_20:0.115427|h_10_12:0.115427,T_SP_20:1.91556|T_SP_12:1.91556|T_SP_7:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982,,"k0:z_0_19=1,z_0_17=1,z_0_16=1,z_0_1=1,z_0_2=0.92315,z_0_9=0.27876|k1:z_1_4=1,z_1_13=1,z_1_8=0.88695,z_1_9=0.72124,z_1_14=0.65361,z_1_10=0.63544|k2:z_2_3=1,z_2_12=0.63333,z_2_20=0.36456,z_2_10=0.36456,z_2_8=0.11305,z_2_6=0.0021076",14.315167342740999,4.415413371664543,9.899753971076452,19,42,not_available,0.6064829364564468,0.6064829364612438,0.0026861355587141818,3.585897217340243
dominant_k4_low_gini_1_sp_disaggregated_callback_only_if_violated_1200s:first_relaxation_callback,first_relaxation_callback,,2160,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486066,7.853307835040813,0.016764828795064784,2.802030005133848,not_available,2.802030005138645,3.4085129415950917,0.019450964353778966,0.0026861355587141818,0.6064829364612438,,z_1_18:0.514115|z_2_12:0.633333|z_2_20:0.364559|z_2_10:0.364559|z_1_10:0.635441|z_1_14:0.653614|z_0_9:0.278756|z_0_18:0.278756,x_1_9_18:0.514115|x_1_18_9:0.514115|x_1_4_10:0.602108|x_1_10_13:0.602108|x_0_1_19:0.382497|x_0_1_16:0.617503|x_0_19_16:0.382497|x_0_19_1:0.617503,p_0_16:11.4749|p_1_7:2.46281|p_1_15:4.55684|p_1_9:9.37617|p_0_9:0.623826|p_1_10:3.72159|p_2_10:6.27841|p_1_14:7.14715,d_0_1:5.5251|d_1_13:9.45989|d_2_8:0.559942|d_1_8:10.3916|d_0_17:5.62377|d_0_5:4.36122|d_0_19:8.36122|d_1_18:6.33344,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_20:0.115427|e_12:0.115427|e_7:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_4_20:0.115427|h_4_12:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_20:0.115427|h_2_12:0.115427|h_10_20:0.115427|h_10_12:0.115427,T_SP_20:1.91556|T_SP_12:1.91556|T_SP_7:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982,,"k0:z_0_19=1,z_0_17=1,z_0_16=1,z_0_1=1,z_0_2=0.92315,z_0_9=0.27876|k1:z_1_4=1,z_1_13=1,z_1_8=0.88695,z_1_9=0.72124,z_1_14=0.65361,z_1_10=0.63544|k2:z_2_3=1,z_2_12=0.63333,z_2_20=0.36456,z_2_10=0.36456,z_2_8=0.11305,z_2_6=0.0021076",14.315167342740999,4.415413371664543,9.899753971076452,19,42,not_available,0.6064829364564468,0.6064829364612438,0.0026861355587141818,3.585897217340243
dominant_k4_low_gini_1_sp_disaggregated_callback_only_if_violated_300s:first_relaxation_callback,first_relaxation_callback,,2160,0,0.0,G=1;McCormick auxiliary variables=133;T_SP_i=20;W_SP=1;Y_i=20;bit variables=113;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,20.187451100631574,0.16884315531486066,7.853307835040813,0.016764828795064784,2.802030005133848,not_available,2.802030005138645,3.4085129415950917,0.019450964353778966,0.0026861355587141818,0.6064829364612438,,z_1_18:0.514115|z_2_12:0.633333|z_2_20:0.364559|z_2_10:0.364559|z_1_10:0.635441|z_1_14:0.653614|z_0_9:0.278756|z_0_18:0.278756,x_1_9_18:0.514115|x_1_18_9:0.514115|x_1_4_10:0.602108|x_1_10_13:0.602108|x_0_1_19:0.382497|x_0_1_16:0.617503|x_0_19_16:0.382497|x_0_19_1:0.617503,p_0_16:11.4749|p_1_7:2.46281|p_1_15:4.55684|p_1_9:9.37617|p_0_9:0.623826|p_1_10:3.72159|p_2_10:6.27841|p_1_14:7.14715,d_0_1:5.5251|d_1_13:9.45989|d_2_8:0.559942|d_1_8:10.3916|d_0_17:5.62377|d_0_5:4.36122|d_0_19:8.36122|d_1_18:6.33344,r_4:1|r_3:1|r_2:1|r_10:1|r_9:1|r_8:0.918061|r_6:0.918061|r_5:0.918061,Y_13:28.4599|Y_17:26.6238|Y_7:26.5372|Y_20:23.8835|Y_12:23.8835|Y_8:22.9515|Y_6:22.9515|Y_11:19.2793,e_20:0.115427|e_12:0.115427|e_7:0.115427|e_8:0.081939|e_6:0.081939|e_5:0.081939|e_19:0.081939|e_18:0.081939,h_4_20:0.115427|h_4_12:0.115427|h_3_20:0.115427|h_3_12:0.115427|h_2_20:0.115427|h_2_12:0.115427|h_10_20:0.115427|h_10_12:0.115427,T_SP_20:1.91556|T_SP_12:1.91556|T_SP_7:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982,,"k0:z_0_19=1,z_0_17=1,z_0_16=1,z_0_1=1,z_0_2=0.92315,z_0_9=0.27876|k1:z_1_4=1,z_1_13=1,z_1_8=0.88695,z_1_9=0.72124,z_1_14=0.65361,z_1_10=0.63544|k2:z_2_3=1,z_2_12=0.63333,z_2_20=0.36456,z_2_10=0.36456,z_2_8=0.11305,z_2_6=0.0021076",14.315167342740999,4.415413371664543,9.899753971076452,19,42,not_available,0.6064829364564468,0.6064829364612438,0.0026861355587141818,3.585897217340243
