file,method,algorithm_preset,status,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,audit_passed,failures
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_high_imbalance_seed3201_hard_gs_static_upper_only_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_closed,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_combined_route_cuts_limited_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_combined_route_cuts_limited_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_10s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_14400s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_feasible_improving_ub,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_3600s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_off_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_off_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_plus_sp_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_plus_sp_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_sp_route_limited_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_sp_route_limited_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_static_plus_callback_upper_only_1200s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_static_plus_callback_upper_only_300s.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_unresolved_timeout,0,1,1,compact_bc_single_thread,one_thread_fair,True,
