result_package,command_hash,git_commit,fresh_run,source_round,leaf,variant,bucket,budget_seconds,json_path,progress_path,model_path,log_path,status,solver_status,lower_bound,upper_bound,gap_to_cutoff,runtime_seconds,nodes,last_improvement_time,paper_safe_or_diagnostic,gs_product_variable_added,gs_mccormick_rows_added,gs_h_upper_rows_added,gs_h_lower_rows_added,gs_product_callback_rows_added,disagg_sp_variables_added,disagg_sp_mccormick_rows_added,disagg_sp_estimator_rows_added,disagg_sp_callback_rows_added,vector_support_cover_candidates,vector_support_cover_cuts_added,vector_route_cutset_candidates,vector_route_cutset_cuts_added,vector_callback_support_cover_candidates,vector_callback_support_cover_cuts_added,vector_callback_route_cutset_candidates,vector_callback_route_cutset_cuts_added,vector_support_cover_max_violation,vector_route_cutset_max_violation,vector_callback_support_cover_max_violation,vector_callback_route_cutset_max_violation,dynamic_cuts,thread_fairness_class,root_LP_objective,root_GSH_gap,callback_GSH_gap,root_SP_gap_aggregate,root_SP_gap_disaggregated,callback_SP_gap_aggregate,callback_SP_gap_disaggregated,route_fractionality_root,route_fractionality_callback,fractional_z_count_root,fractional_x_count_root,time_per_node,route_candidate_count,route_cuts_added,average_route_cut_violation,bound_weakened_vs_fresh_static
results/gf_tailored_bc_structural_policy_round,133b3149148b11aa,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,auto_diagnostic_recommended_profile,dominant_k4,1200,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_1200s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_1200s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_1200s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_1200s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.0487233640003,0.0491525526647,0.0004291886643999973,1200.8886709,38866,1200.3863492,diagnostic,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,-0.0009283349809778713,not_available,not_available,0.7296755850300762,not_available,not_available,22.49462465447836,not_available,not_available,0.030898180180620596,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,819e7a57acde6333,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,auto_diagnostic_recommended_profile,dominant_k4,300,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_300s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_300s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_300s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_300s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,300.5915422,18473,300.0988075,diagnostic,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,-0.0009283349809778713,not_available,not_available,0.7296755850300762,not_available,not_available,22.49462465447836,not_available,not_available,0.01627193970659882,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,dcd03613fd91b8d5,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,combined_route_cuts_limited,dominant_k4,1200,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_combined_route_cuts_limited_1200s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_combined_route_cuts_limited_1200s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_combined_route_cuts_limited_1200s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_combined_route_cuts_limited_1200s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,1200.9531609,33509,1200.3548797,paper_safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=50;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.0026861355587143518,not_available,not_available,0.606482936461235,not_available,not_available,19.7552227242283,not_available,not_available,0.035839719505207555,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,00f005ffff10bf65,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,combined_route_cuts_limited,dominant_k4,300,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_combined_route_cuts_limited_300s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_combined_route_cuts_limited_300s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_combined_route_cuts_limited_300s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_combined_route_cuts_limited_300s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,330.6577269,14885,330.0850082,paper_safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=50;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.0026861355587143518,not_available,not_available,0.606482936461235,not_available,not_available,19.7552227242283,not_available,not_available,0.022214156996976823,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,ce42def0a9a4190e,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,gs_callback_upper_only,dominant_k4,10,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_10s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_gs_callback_upper_only_10s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_gs_callback_upper_only_10s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_gs_callback_upper_only_10s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.0448132511368,0.0491525526647,0.004339301527899998,30.3156238,738,30.0123404,paper_safe,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.002686135558714161,not_available,not_available,0.6064829364612443,not_available,not_available,17.543610403774032,not_available,not_available,0.0410780810298103,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,ab6e2a7d3862ac43,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,gs_callback_upper_only,dominant_k4,1200,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_1200s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_gs_callback_upper_only_1200s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_gs_callback_upper_only_1200s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_gs_callback_upper_only_1200s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.0487383087046,0.0491525526647,0.00041424396010000114,1200.6650493,102011,1200.293329,paper_safe,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.002686135558714161,not_available,not_available,0.6064829364612443,not_available,not_available,17.543610403774032,not_available,not_available,0.01176995666447736,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,623c74fc65c3dfd6,940449b880c06d3199a5608e1849b97a33b8a259,True,gf_tailored_bc_structural_policy_round,low_gini_1,gs_callback_upper_only,dominant_k4,14400,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_14400s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_gs_callback_upper_only_14400s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_gs_callback_upper_only_14400s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_gs_callback_upper_only_14400s.log.txt,interval_feasible_improving_ub,integer optimal solution,0.0491015319884,0.0491525526647,5.1020676300000956e-05,10563.1350249,830346,10562.6312045,paper_safe,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.002686135558714161,not_available,not_available,0.6064829364612443,not_available,not_available,17.543610403774032,not_available,not_available,0.012721365581215543,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,46d84e1cfa8ab837,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,gs_callback_upper_only,dominant_k4,300,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_300s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_gs_callback_upper_only_300s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_gs_callback_upper_only_300s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_gs_callback_upper_only_300s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,330.7454477,22374,330.0726723,paper_safe,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.002686135558714161,not_available,not_available,0.6064829364612443,not_available,not_available,17.543610403774032,not_available,not_available,0.014782580124251363,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,efd6e41c02a23d22,940449b880c06d3199a5608e1849b97a33b8a259,True,gf_tailored_bc_structural_policy_round,low_gini_1,gs_callback_upper_only,dominant_k4,3600,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_callback_upper_only_3600s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_gs_callback_upper_only_3600s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_gs_callback_upper_only_3600s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_gs_callback_upper_only_3600s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.0488223385636,0.0491525526647,0.0003302141010999987,3601.3862899,277162,3600.957447,paper_safe,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.002686135558714161,not_available,not_available,0.6064829364612443,not_available,not_available,17.543610403774032,not_available,not_available,0.012993795289036736,0,0,not_available_not_logged_by_cplex_callback,False
results/gf_tailored_bc_structural_policy_round,93f616ce9cc29ce2,73f61171756fa1eb8dbcb8dbb4360dde2d426123,True,gf_tailored_bc_structural_policy_round,low_gini_1,gs_off,dominant_k4,1200,results\gf_tailored_bc_structural_policy_round\raw\dominant_k4_low_gini_1_gs_off_1200s.json,results\gf_tailored_bc_structural_policy_round\progress_traces\dominant_k4_low_gini_1_gs_off_1200s.progress.csv,results\gf_tailored_bc_structural_policy_round\model_exports\dominant_k4_low_gini_1_gs_off_1200s.lp,results\gf_tailored_bc_structural_policy_round\logs\dominant_k4_low_gini_1_gs_off_1200s.log.txt,interval_unresolved_timeout,"time limit exceeded, no integer solution",0.048388162834,0.0491525526647,0.0007643898306999991,1200.8516043,34215,1200.2884674,paper_safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,support_duration=0;route_cutset=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,one_thread_fair,not_available,not_available,0.0026861355587143518,not_available,not_available,0.606482936461235,not_available,not_available,19.7552227242283,not_available,not_available,0.03509722648838229,0,0,not_available_not_logged_by_cplex_callback,False
