snapshot_id,snapshot_source,S,H,G,W_GS,reconstructed_H_over_VS,GSH_gap,W_GS_gap
dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_1200s:first_relaxation_callback,first_relaxation_callback,20.108056709896946,4.5684713332342906,0.0122881381662,0.22842356666171398,0.01135980318522213,-0.0009283349809778713,0.018667012443284697
dominant_k4_low_gini_1_auto_diagnostic_recommended_profile_300s:first_relaxation_callback,first_relaxation_callback,20.108056709896946,4.5684713332342906,0.0122881381662,0.22842356666171398,0.01135980318522213,-0.0009283349809778713,0.018667012443284697
dominant_k4_low_gini_1_combined_route_cuts_limited_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,7.853307835041007,0.016764828795065082,not_available,0.019450964353779434,0.0026861355587143518,not_available
dominant_k4_low_gini_1_combined_route_cuts_limited_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,7.853307835041007,0.016764828795065082,not_available,0.019450964353779434,0.0026861355587143518,not_available
dominant_k4_low_gini_1_gs_callback_upper_only_10s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,7.853307835040805,0.016764828795064784,0.30371782984673723,0.019450964353778945,0.002686135558714161,0.03472133166409325
dominant_k4_low_gini_1_gs_callback_upper_only_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,7.853307835040805,0.016764828795064784,0.30371782984673723,0.019450964353778945,0.002686135558714161,0.03472133166409325
dominant_k4_low_gini_1_gs_callback_upper_only_14400s:first_candidate_callback,first_candidate_callback,20.12718864484596,7.051704833716258,0.01894744691110765,0.352585241685813,0.017517858450444873,-0.0014295884606627778,0.02877359663225454
dominant_k4_low_gini_1_gs_callback_upper_only_14400s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,7.853307835040805,0.016764828795064784,0.30371782984673723,0.019450964353778945,0.002686135558714161,0.03472133166409325
dominant_k4_low_gini_1_gs_callback_upper_only_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,7.853307835040805,0.016764828795064784,0.30371782984673723,0.019450964353778945,0.002686135558714161,0.03472133166409325
dominant_k4_low_gini_1_gs_callback_upper_only_3600s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,7.853307835040805,0.016764828795064784,0.30371782984673723,0.019450964353778945,0.002686135558714161,0.03472133166409325
dominant_k4_low_gini_1_gs_off_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,7.853307835041007,0.016764828795065082,not_available,0.019450964353779434,0.0026861355587143518,not_available
dominant_k4_low_gini_1_gs_off_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,7.853307835041007,0.016764828795065082,not_available,0.019450964353779434,0.0026861355587143518,not_available
dominant_k4_low_gini_1_gs_plus_sp_1200s:first_relaxation_callback,first_relaxation_callback,20.108056709897173,4.568471333234329,0.0122881381662,0.22842356666171698,0.011359803185222096,-0.0009283349809779042,0.018667012443284475
