parent_leaf,gamma_L,gamma_U,ledger_mode,bucket_count,bucket_policy_requested,bucket_policy_effective,budget_seconds_per_bucket,parent_S_L,parent_S_U,coverage_valid,all_buckets_closed,timeout_bucket_count,invalid_bucket_count,parent_closed_by_s_bucket_ledger,merged_parent_lb,merged_parent_gap_to_cutoff,diagnostic_evidence_used,checkpoint_only_used,plain_cplex_used
low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,60,3.24074074074,29.9501813302,True,False,1,0,False,0.0455127377348,0.0036398149298999954,False,False,False
low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,300,3.24074074074,29.9501813302,True,False,1,0,False,0.0478666730616,0.0012858796030999972,False,False,False
low_gini_1,0.0122881381662,0.0245762763324,diagnostic,8,adaptive-cutoff,adaptive-cutoff,60,3.24074074074,29.9501813302,True,False,1,0,False,0.0461420697371,0.0030104829275999986,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,diagnostic,16,adaptive-hybrid,adaptive-hybrid,60,3.24074074074,29.9501813302,True,False,1,0,False,0.0457135512444,0.0034390014203000002,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,diagnostic,4,adaptive-snapshot,adaptive-snapshot,60,3.24074074074,29.9501813302,True,False,1,0,False,0.0454668384229,0.0036857142417999963,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,1200,3.24074074074,29.9501813302,True,False,1,0,False,0.0487233640003,0.0004291886643999973,False,False,False
