leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,parent_S_L,parent_S_U,S_domain_source,S_domain_proof_status,S_domain_audit_passed,tailored_bc_s_bucket_ledger,tailored_bc_s_bucket_policy,tailored_bc_subset_cross_h_separation_profile,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_local_q_centering_rows_added,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_required_external_source_cuts_added,compact_bc_sp_product_mccormick_rows_added,row_class,proof_status,audit_passed,failures,parent_leaf,bucket_variant,ledger_mode,bucket_count,bucket_policy_requested,bucket_policy_effective,bucket_id,s_bucket_L,s_bucket_U,bucket_closed,bucket_timed_out,bucket_valid_bound,closure_source,coverage_used_for_paper_certificate,diagnostic_evidence_used,checkpoint_only_used,plain_cplex_used
low_gini_1,0.0122881381662,0.0245762763324,callback_q_plus_subset,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_q_plus_subset_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_q_plus_subset_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_q_plus_subset_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0450352006286,0.0491525526647,0.0837667997464,0.004117352036099996,90.9272626,True,True,0.0450352006286,0.0837667997464,cplex_time_limit_with_valid_best_bound,True,3,2,0.0450352006286,60.0155463,1890,1893,low-gini,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,3a3f3f7aed56e391,True,029e83a92ebaf2bd,18678,1,1,132810,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,target-weighted,2700,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,callback_q_plus_subset,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_q_plus_subset_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_q_plus_subset_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_q_plus_subset_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0479760913514,0.0491525526647,0.0239348975689,0.0011764613133000007,301.0041612,True,True,0.0479760913514,0.0239348975689,cplex_time_limit_with_valid_best_bound,True,10,10,0.0479760913514,300.1019672,13243,13243,low-gini,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,fb2456a45961ffec,True,029e83a92ebaf2bd,18678,1,1,132810,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,target-weighted,2700,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,all_low_gini_safe_cuts,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_all_low_gini_safe_cuts_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_all_low_gini_safe_cuts_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454438670364,0.0491525526647,0.0754525538802,0.0037086856282999986,90.9326885,True,True,0.0454438670364,0.0754525538802,cplex_time_limit_with_valid_best_bound,True,3,2,0.0454438670364,60.0278098,1970,1970,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,2c18af3ff7f13795,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,all_low_gini_safe_cuts,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_all_low_gini_safe_cuts_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_all_low_gini_safe_cuts_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0476356289487,0.0491525526647,0.0308615450021,0.0015169237159999988,330.960688,True,True,0.0476356289487,0.0308615450021,cplex_time_limit_with_valid_best_bound,True,11,10,0.0476356289487,300.0656623,10974,10974,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,a4db23093770eb87,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,all_low_gini_safe_cuts_denominator,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_denominator_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_all_low_gini_safe_cuts_denominator_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_all_low_gini_safe_cuts_denominator_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454438670364,0.0491525526647,0.0754525538802,0.0037086856282999986,90.904928,True,True,0.0454438670364,0.0754525538802,cplex_time_limit_with_valid_best_bound,True,3,3,0.0454438670364,90.0243726,1971,1971,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,86e2dcaf77e967fd,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,all_low_gini_safe_cuts_denominator,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_denominator_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_all_low_gini_safe_cuts_denominator_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_all_low_gini_safe_cuts_denominator_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0476339655828,0.0491525526647,0.0308953858862,0.0015185870818999955,300.9911527,True,True,0.0476339655828,0.0308953858862,cplex_time_limit_with_valid_best_bound,True,10,10,0.0476339655828,300.1031213,10913,10913,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,70d2592be2c7c934,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,s_bucket_diagnostic,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_s_bucket_diagnostic_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_s_bucket_diagnostic_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_s_bucket_diagnostic_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5544603,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0130285,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,True,75341fcd6def2dc9,True,52ec78c6a408fda9,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,uniform,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,s_bucket_diagnostic,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_s_bucket_diagnostic_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_s_bucket_diagnostic_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_s_bucket_diagnostic_300s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.553725,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0099596,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,True,8be700c4c4d7fedb,True,52ec78c6a408fda9,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,uniform,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_best_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454223718245,0.0491525526647,0.075889870168,0.0037301808401999995,90.9132766,True,True,0.0454223718245,0.075889870168,cplex_time_limit_with_valid_best_bound,True,3,2,0.0454223718245,60.0181354,1967,1967,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,7951e67f9b1eb149,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.04762614888,0.0491525526647,0.0310544153245,0.001526403784700002,330.9627761,True,True,0.04762614888,0.0310544153245,cplex_time_limit_with_valid_best_bound,True,11,10,0.04762614888,300.0755054,10862,10862,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,126d5532979ee7d9,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_plain_fixed_interval_mip_1200s.json,,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_plain_fixed_interval_mip_1200s.lp,interval_unresolved_timeout,time limit exceeded,False,0.047545404397,0.0491525526647,0.0326971475655,0.0016071482676999968,1200.1250795,True,True,0.047545404397,0.0326971475655,solver_final_json,True,0,0,0.0,0.0,0,16339,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,107654c99dfd4e13,True,3fa039d78c1b46af,5078,1,1,760,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,0,benchmark_only_plain_fixed_interval_mip,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_static_tailored_compact_bc_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_static_tailored_compact_bc_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_static_tailored_compact_bc_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755151,0.0004291886643999973,1200.8625093,True,True,0.0487233640003,0.00873176755151,cplex_time_limit_with_valid_best_bound,True,40,16,0.0487233640003,630.1368452,26975,41065,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,c9b77c3f1d809121,True,f17ee827e81d7ad7,15998,1,1,2470,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,callback_subset_cross_h_centering,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_subset_cross_h_centering_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_subset_cross_h_centering_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_subset_cross_h_centering_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.0087317675518,0.0004291886643999973,1201.3348357,True,True,0.0487233640003,0.0087317675518,cplex_time_limit_with_valid_best_bound,True,40,20,0.0487233640003,1080.3025733,39507,48608,subset-cross-h-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,f5022bb06c40ce64,True,05473d3f18d846ab,18658,1,1,132430,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,callback_local_q_centering,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_q_centering_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_callback_local_q_centering_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_callback_local_q_centering_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755139,0.0004291886643999973,1200.9535267,True,True,0.0487233640003,0.00873176755139,cplex_time_limit_with_valid_best_bound,True,40,10,0.0487233640003,600.1324443,44830,102580,local-q-only,0,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,30f221d9fc767799,True,17e9afb901e19fda,15978,1,1,2090,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,all_low_gini_safe_cuts_denominator,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_denominator_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_all_low_gini_safe_cuts_denominator_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_all_low_gini_safe_cuts_denominator_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760571,0.0007643898306999991,1201.2127824,True,True,0.048388162834,0.0155513760571,cplex_time_limit_with_valid_best_bound,True,40,18,0.048388162834,540.1437602,17629,28867,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,22d6710095e1a176,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_best_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_best_combined_paper_safe_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.048388162834,0.0491525526647,0.0155513760571,0.0007643898306999991,1201.229295,True,True,0.048388162834,0.0155513760571,cplex_time_limit_with_valid_best_bound,True,40,18,0.048388162834,540.1765876,17768,29123,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,6a87267cdf4ef56a,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,3600,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_plain_fixed_interval_mip_3600s.json,,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_plain_fixed_interval_mip_3600s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048296011755,0.0491525526647,0.0174261734796,0.0008565409096999987,3600.3063501,True,True,0.048296011755,0.0174261734796,solver_final_json,True,0,0,0.0,0.0,0,136473,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,da6604e771be1799,True,3fa039d78c1b46af,5078,1,1,760,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,0,benchmark_only_plain_fixed_interval_mip,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,3600,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_3600s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_1_best_combined_paper_safe_3600s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_1_best_combined_paper_safe_3600s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.00873176755078,0.0004291886643999973,3601.7980762,True,True,0.0487233640003,0.00873176755078,cplex_time_limit_with_valid_best_bound,True,120,30,0.0487233640003,3060.7742732,59511,85591,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,fba8ab016180f578,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_2,0.0245762763324,0.0368644144986,plain_fixed_interval_mip,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_2_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_2_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,0.048894652654,0.0491525526647,0.00524693015354,0.0002579000107000018,300.166262,True,True,0.048894652654,0.00524693015354,solver_final_json,True,0,0,0.0,0.0,0,15093,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,db2c2818608c7a25,True,df7f1aa859c8801c,5078,1,1,760,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,0,benchmark_only_plain_fixed_interval_mip,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
low_gini_2,0.0245762763324,0.0368644144986,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_2_best_combined_paper_safe_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\low_gini_2_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\low_gini_2_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0489209015481,0.0491525526647,0.00471290104116,0.00023165111659999987,330.9156712,True,True,0.0489209015481,0.00471290104116,cplex_time_limit_with_valid_best_bound,True,11,2,0.0489209015481,60.0216567,2336,9561,full,40,41,0,2700,630,1,True,False,False,4.6455026455,28.7993876794,one_thread_fair,1,False,d441a7bb2f734b84,True,c170e370e54aef39,18723,1,1,133570,100,0,4.6455026455,28.7993876794,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,3,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
high_imbalance_seed3201_hard,0.475,0.59375,plain_fixed_interval_mip,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\high_imbalance_seed3201_hard_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\high_imbalance_seed3201_hard_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,2.1614881406,2.44340319194,0.115378031866,0.28191505133999994,300.139262,True,True,2.1614881406,0.115378031866,solver_final_json,True,0,0,0.0,0.0,0,20477,full,0,0,0,0,0,0,False,False,False,0,88.192425813,one_thread_fair,0,True,2ae1cf28e299693f,True,3ce64ca6b5d3730d,5075,1,1,760,0,0,0,88.192425813,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,0,benchmark_only_plain_fixed_interval_mip,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
high_imbalance_seed3201_hard,0.475,0.59375,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\high_imbalance_seed3201_hard_best_combined_paper_safe_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\high_imbalance_seed3201_hard_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\high_imbalance_seed3201_hard_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,2.27667764295,2.44340319194,0.068234972246,0.1667255489899997,330.8703506,True,True,2.27667764295,0.068234972246,cplex_time_limit_with_valid_best_bound,True,11,10,2.27667764295,300.0865339,7536,7536,full,40,41,0,2700,630,1,True,False,False,14.5666666667,78.1355729679,one_thread_fair,1,False,92bcbc4a25549ea5,True,7f6156a157f94aa1,18709,1,1,133570,100,0,14.5666666667,78.1355729679,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
tight_T_seed3102_hard,0.150176109171,0.300352218343,plain_fixed_interval_mip,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\tight_T_seed3102_hard_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\tight_T_seed3102_hard_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,0.31243853008,0.600704436685,0.479879769485,0.28826590660499996,300.1153988,True,True,0.31243853008,0.479879769485,solver_final_json,True,0,0,0.0,0.0,0,20198,full,0,0,0,0,0,0,False,False,False,0,73.0065087446,one_thread_fair,0,True,48bc362daeb84716,True,acf35ccda4df7df5,5069,1,1,760,0,0,0,73.0065087446,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,0,benchmark_only_plain_fixed_interval_mip,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
tight_T_seed3102_hard,0.150176109171,0.300352218343,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\tight_T_seed3102_hard_best_combined_paper_safe_300s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\tight_T_seed3102_hard_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\tight_T_seed3102_hard_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.517898731718,0.600704436685,0.137847666689,0.0828057049669999,331.1240905,True,True,0.517898731718,0.137847666689,cplex_time_limit_with_valid_best_bound,True,11,10,0.517898731718,300.0796572,9917,9917,full,40,41,0,2700,630,1,True,False,False,5.50586593258,50.5248237629,one_thread_fair,1,False,c08311cb498eae29,True,5be5f3c8320c592c,18696,1,1,133570,100,0,5.50586593258,50.5248237629,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,True,,,,,,,,,,,,,,,,,,
