phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L0,next_leaf,0.359318,0.49,0.49,1.31242,target_reached_requeue,"INTERRUPTED",0.507354,1,0,1,47.622,124.274,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L0.1,next_leaf,0.507354,0.512175,0.512175,1.31242,target_reached_requeue,"INTERRUPTED",0.512401,1,0,1,38.896,96.6956,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L1,next_leaf,0.512175,0.512401,0.512401,1.31242,target_reached_requeue,"INTERRUPTED",0.512797,1,0,1,6.686,17.7941,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L0.1.1,next_leaf,0.512401,0.512797,0.512797,1.31242,target_reached_requeue,"INTERRUPTED",0.515511,1,0,1,27.176,64.0861,1,"c6_next_strict_frontier_bound_reached_requeue"
