elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0001776,initial_empty_incumbent,1.5504470409,0,1,0,-1,"","seed_initial",0,0,0,0,0.0001776,0.0001776,0,0,0,0,0
20.1030591,initial_after_seed,0.163171713361,0,1,4,0,"[0,0.0407929]",gamma_floor,0,7,0.163171713361,0,20.1030591,20.1030591,0,0,0,1918385,65608842
20.8186031,interval_relaxation_0,0.163171713361,0.0407929283402,0.75,3,1,"[0.0407929,0.0815859]",gamma_floor,0,7,0.163171713361,0,20.8186031,20.1030591,0.7154014,0,0,1918385,65608842
21.7058088,interval_relaxation_1,0.163171713361,0.0815858566804,0.5,2,2,"[0.0815859,0.122379]",gamma_floor,0,7,0.163171713361,0,21.7058088,20.1030591,1.6025523,0,0,1918385,65608842
22.6680225,interval_relaxation_2,0.163171713361,0.122378785021,0.25,1,3,"[0.122379,0.163172]",gamma_floor,0,7,0.163171713361,0,22.6680225,20.1030591,2.5647353,0,0,1918385,65608842
23.542054,interval_relaxation_3,0.163171713361,0.163171713361,0,0,0,"[0,0.0407929]",inventory_route_gini_relaxation,0,7,0.163171713361,0,23.542054,20.1030591,3.4387348,0,0,1918385,65608842
23.5421077,route_pool_before_final_summary,0.163171713361,0.163171713361,0,0,0,"[0,0.0407929]",inventory_route_gini_relaxation,0,7,0.163171713361,0,23.542054,20.1030591,3.4387348,0,0,1918385,65608842
23.542135,final_summary,0.163171713361,0.163171713361,0,0,0,"[0,0.0407929]",inventory_route_gini_relaxation,0,7,0.163171713361,0,23.542054,20.1030591,3.4387348,0,0,1918385,65608842
