instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round32_multi_m_high_imbalance_V20_M2_seed1052706459.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,4.36713,0.740256,24.1791,2,4,51,25,26,"3580.01|3527.92",true,0.0002015,true,
round32_multi_m_high_imbalance_V20_M2_seed1052706459.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,4.36713,0.740256,24.1791,2,4,51,25,26,"3580.01|3527.92",true,0.0003893,false,
round32_multi_m_high_imbalance_V20_M2_seed1052706459.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,4.35692,0.734795,24.1475,2,5,51,38,13,"3584.18|3567.55",true,0.0005741,true,
