logical_path,stored_path,original_bytes,original_sha256,stored_bytes,stored_sha256,compression
global_node_trace.csv,global_node_trace.csv.gz,5069194,73cb210bf55552d2ab35f329d779b87fee1a8989a4641a6957234edd054b9a52,1349524,45d0dbdc8b7a0ddb0cdf9b95adf1980f71822477aa8e4bf5a3a33596c5ccf5b8,gzip_mtime_0
global_root.lp,global_root.lp.gz,1906069,7c37715cca0ed09bc942887edf79ef37aa0473d5d0fb7bdbc3c8fd2a5d3073c5,213000,e27c504cc3f8f8efea5f53342d35346d1456f35689685d7b52c787cd35e919a6,gzip_mtime_0
