variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
baseline_300_v12_m1,300,12,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,-0.0403237809751
baseline_300_v12_m1,300,12,0,aggregate,2,11,0,11,0,0,0,0,0,0,0,264,0,11,11,-0.0892702710376
baseline_300_v12_m1,300,12,0,aggregate,3,101,0,101,0,0,0,0,0,0,0,24929,0,101,101,-0.0939772499613
baseline_300_v12_m1,300,12,0,aggregate,4,905,0,905,0,0,0,0,0,0,0,369761,0,905,905,-0.0914573182819
baseline_300_v12_m1,300,12,0,aggregate,5,7236,0,7236,0,0,0,0,0,0,0,3521209,0,7236,7236,-0.0895475537815
baseline_300_v12_m1,300,12,0,aggregate,6,50647,0,50647,0,0,0,0,0,0,0,25143744,0,50647,50647,-0.0857331976976
baseline_300_v12_m1,300,12,0,aggregate,7,303878,0,303878,0,0,0,0,0,0,0,137318709,0,303836,303836,-0.0809690643139
baseline_300_v12_m1,300,12,0,aggregate,8,1519388,0,1519388,0,0,0,0,0,0,0,557223446,0,1513563,1513563,-0.0803113643217
baseline_300_v12_m1,300,12,0,aggregate,9,6075990,0,6075990,1559,0,0,0,0,0,0,1565779603,0,5517019,5517019,-0.0754361978046
baseline_300_v12_m1,300,12,0,aggregate,10,18122220,0,18122220,105748,0,0,0,0,0,0,2685211457,0,12065504,12065504,-0.0707025636662
baseline_300_v12_m1,300,12,0,aggregate,11,34415571,0,34415571,1828868,0,0,0,0,0,0,2351760699,0,6817253,6817253,-0.0632230141309
baseline_300_v12_m1,300,12,0,aggregate,12,26946855,0,26946855,7468716,0,0,0,0,0,0,758019736,0,1461521,1461521,-0.0541224918127
