run_id,instance,arm,common_gap_threshold,reached,first_observed_process_seconds,no_interpolation
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,0.9,True,6.0790702,True
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,0.75,True,6.0790702,True
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,0.5,True,6.0790702,True
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,0.25,True,6.0790702,True
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,0.1,True,6.0790702,True
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,0.05,True,6.0790702,True
stage1__V12_M1__c4_candidate__300s,V12_M1,C4-CANDIDATE,0.01,True,6.0790702,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.9,True,6.0913134,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.75,True,6.0913134,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.5,True,6.0913134,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.25,True,6.0913134,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.1,True,6.0913134,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.05,True,6.0913134,True
stage1__V12_M1__c5_candidate__300s,V12_M1,C5-CANDIDATE,0.01,True,6.0913134,True
stage1__V12_M2__c4_candidate__300s,V12_M2,C4-CANDIDATE,0.9,True,6.7984358,True
stage1__V12_M2__c4_candidate__300s,V12_M2,C4-CANDIDATE,0.75,True,6.7984358,True
stage1__V12_M2__c4_candidate__300s,V12_M2,C4-CANDIDATE,0.5,True,6.7984358,True
stage1__V12_M2__c4_candidate__300s,V12_M2,C4-CANDIDATE,0.25,True,6.7984358,True
stage1__V12_M2__c4_candidate__300s,V12_M2,C4-CANDIDATE,0.1,True,6.7984358,True
stage1__V12_M2__c4_candidate__300s,V12_M2,C4-CANDIDATE,0.05,True,6.7984358,True
stage1__V12_M2__c4_candidate__300s,V12_M2,C4-CANDIDATE,0.01,True,6.7984358,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.9,True,6.7894266,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.75,True,6.7894266,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.5,True,6.7894266,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.25,True,6.7894266,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.1,True,6.7894266,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.05,True,6.7894266,True
stage1__V12_M2__c5_candidate__300s,V12_M2,C5-CANDIDATE,0.01,True,6.7894266,True
stage1__high_imbalance_seed3202__c0_diag__300s,high_imbalance_seed3202,C0-DIAG,0.9,True,15.5114776,True
stage1__high_imbalance_seed3202__c0_diag__300s,high_imbalance_seed3202,C0-DIAG,0.75,True,15.5114776,True
stage1__high_imbalance_seed3202__c0_diag__300s,high_imbalance_seed3202,C0-DIAG,0.5,True,15.5114776,True
stage1__high_imbalance_seed3202__c0_diag__300s,high_imbalance_seed3202,C0-DIAG,0.25,True,15.5114776,True
stage1__high_imbalance_seed3202__c0_diag__300s,high_imbalance_seed3202,C0-DIAG,0.1,True,15.5114776,True
stage1__high_imbalance_seed3202__c0_diag__300s,high_imbalance_seed3202,C0-DIAG,0.05,True,15.5114776,True
stage1__high_imbalance_seed3202__c0_diag__300s,high_imbalance_seed3202,C0-DIAG,0.01,True,15.5114776,True
stage1__high_imbalance_seed3202__c4_candidate__300s,high_imbalance_seed3202,C4-CANDIDATE,0.9,True,16.2450246,True
stage1__high_imbalance_seed3202__c4_candidate__300s,high_imbalance_seed3202,C4-CANDIDATE,0.75,True,16.2450246,True
stage1__high_imbalance_seed3202__c4_candidate__300s,high_imbalance_seed3202,C4-CANDIDATE,0.5,True,16.2450246,True
stage1__high_imbalance_seed3202__c4_candidate__300s,high_imbalance_seed3202,C4-CANDIDATE,0.25,True,16.2450246,True
stage1__high_imbalance_seed3202__c4_candidate__300s,high_imbalance_seed3202,C4-CANDIDATE,0.1,True,16.2450246,True
stage1__high_imbalance_seed3202__c4_candidate__300s,high_imbalance_seed3202,C4-CANDIDATE,0.05,True,16.2450246,True
stage1__high_imbalance_seed3202__c4_candidate__300s,high_imbalance_seed3202,C4-CANDIDATE,0.01,True,16.2450246,True
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,0.9,True,16.3205815,True
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,0.75,True,16.3205815,True
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,0.5,True,16.3205815,True
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,0.25,True,16.3205815,True
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,0.1,True,16.3205815,True
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,0.05,True,16.3205815,True
stage1__high_imbalance_seed3202__c5_candidate__300s,high_imbalance_seed3202,C5-CANDIDATE,0.01,True,16.3205815,True
stage1__moderate_seed3302__c0_diag__300s,moderate_seed3302,C0-DIAG,0.9,True,19.9451676,True
stage1__moderate_seed3302__c0_diag__300s,moderate_seed3302,C0-DIAG,0.75,True,19.9451676,True
stage1__moderate_seed3302__c0_diag__300s,moderate_seed3302,C0-DIAG,0.5,True,19.9451676,True
stage1__moderate_seed3302__c0_diag__300s,moderate_seed3302,C0-DIAG,0.25,True,19.9451676,True
stage1__moderate_seed3302__c0_diag__300s,moderate_seed3302,C0-DIAG,0.1,True,19.9451676,True
stage1__moderate_seed3302__c0_diag__300s,moderate_seed3302,C0-DIAG,0.05,True,19.9451676,True
stage1__moderate_seed3302__c0_diag__300s,moderate_seed3302,C0-DIAG,0.01,True,19.9451676,True
stage1__moderate_seed3302__c4_candidate__300s,moderate_seed3302,C4-CANDIDATE,0.9,True,19.9500373,True
stage1__moderate_seed3302__c4_candidate__300s,moderate_seed3302,C4-CANDIDATE,0.75,True,19.9500373,True
stage1__moderate_seed3302__c4_candidate__300s,moderate_seed3302,C4-CANDIDATE,0.5,True,19.9500373,True
stage1__moderate_seed3302__c4_candidate__300s,moderate_seed3302,C4-CANDIDATE,0.25,True,19.9500373,True
stage1__moderate_seed3302__c4_candidate__300s,moderate_seed3302,C4-CANDIDATE,0.1,True,19.9500373,True
stage1__moderate_seed3302__c4_candidate__300s,moderate_seed3302,C4-CANDIDATE,0.05,True,19.9500373,True
stage1__moderate_seed3302__c4_candidate__300s,moderate_seed3302,C4-CANDIDATE,0.01,True,19.9500373,True
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,0.9,True,19.9914791,True
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,0.75,True,19.9914791,True
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,0.5,True,19.9914791,True
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,0.25,True,19.9914791,True
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,0.1,True,19.9914791,True
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,0.05,True,19.9914791,True
stage1__moderate_seed3302__c5_candidate__300s,moderate_seed3302,C5-CANDIDATE,0.01,True,19.9914791,True
stage1__tight_T_seed3101__c0_diag__300s,tight_T_seed3101,C0-DIAG,0.9,True,14.8643505,True
stage1__tight_T_seed3101__c0_diag__300s,tight_T_seed3101,C0-DIAG,0.75,True,14.8643505,True
stage1__tight_T_seed3101__c0_diag__300s,tight_T_seed3101,C0-DIAG,0.5,True,14.8643505,True
stage1__tight_T_seed3101__c0_diag__300s,tight_T_seed3101,C0-DIAG,0.25,True,14.8643505,True
stage1__tight_T_seed3101__c0_diag__300s,tight_T_seed3101,C0-DIAG,0.1,True,14.8643505,True
stage1__tight_T_seed3101__c0_diag__300s,tight_T_seed3101,C0-DIAG,0.05,True,14.8643505,True
stage1__tight_T_seed3101__c0_diag__300s,tight_T_seed3101,C0-DIAG,0.01,True,14.8643505,True
stage1__tight_T_seed3101__c4_candidate__300s,tight_T_seed3101,C4-CANDIDATE,0.9,True,14.8182142,True
stage1__tight_T_seed3101__c4_candidate__300s,tight_T_seed3101,C4-CANDIDATE,0.75,True,14.8182142,True
stage1__tight_T_seed3101__c4_candidate__300s,tight_T_seed3101,C4-CANDIDATE,0.5,True,14.8182142,True
stage1__tight_T_seed3101__c4_candidate__300s,tight_T_seed3101,C4-CANDIDATE,0.25,True,14.8182142,True
stage1__tight_T_seed3101__c4_candidate__300s,tight_T_seed3101,C4-CANDIDATE,0.1,True,14.8182142,True
stage1__tight_T_seed3101__c4_candidate__300s,tight_T_seed3101,C4-CANDIDATE,0.05,True,14.8182142,True
