instance,family,left_arm,right_arm,common_verified_ub,left_final_lb,right_final_lb,final_lb_delta_right_minus_left,left_common_gap,right_common_gap,left_strict_certificate,right_strict_certificate,auc_status,auc_reason,common_window_start_process_seconds,common_window_end_process_seconds,common_window_duration_seconds,left_mean_valid_lower_bound,right_mean_valid_lower_bound,left_normalized_proof_auc,right_normalized_proof_auc,normalized_proof_auc_delta_right_minus_left
V12_M1,v12,C4-CANDIDATE,C5-CANDIDATE,0.0,0.3572005832084146,0.3572005832084146,0.0,0.0,0.0,True,True,observed_common_window,no_interpolation_no_post_last_event_extension,6.0913134,54.1503884,48.059075,0.3012256743010546,0.31653936249220177,1.0,1.0,0.0
V12_M2,v12,C4-CANDIDATE,C5-CANDIDATE,0.0,0.6557601837879294,0.7185040707549704,0.06274388696704092,0.0,0.0,False,True,observed_common_window,no_interpolation_no_post_last_event_extension,6.7984358,228.2323269,221.4338911,0.6472198105134324,0.6624091179714924,1.0,1.0,0.0
high_imbalance_seed3202,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,0.0,1.610843602757366,1.749313452050631,0.138469849293265,0.0,0.0,False,True,observed_common_window,no_interpolation_no_post_last_event_extension,16.3205815,211.6262267,195.3056452,1.5935766739694361,1.6487167865050132,1.0,1.0,0.0
high_imbalance_seed4201,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,0.0,2.6896611173437055,2.690845603962983,0.0011844866192776138,0.0,0.0,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,16.52835,295.0156548,278.4873048,2.6682118520400233,2.669969354508599,1.0,1.0,0.0
high_imbalance_seed5202,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,0.0,1.0155419140820865,1.0159527187400632,0.0004108046579767155,0.0,0.0,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,13.7730963,295.0231142,281.2500179,1.0102647842986203,1.0105419965894429,1.0000000000000002,1.0000000000000002,0.0
high_imbalance_seed5203,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,0.0,2.0264485645829993,2.3524097575828193,0.32596119299982007,0.0,0.0,False,True,observed_common_window,no_interpolation_no_post_last_event_extension,14.2586179,253.6214547,239.3628368,2.006517492116561,2.062100745085268,0.9999999999999999,0.9999999999999999,0.0
high_imbalance_seed6202,high_imbalance,C4-CANDIDATE,C5-CANDIDATE,0.0,7.461555638889693,7.461555638889693,0.0,0.0,0.0,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,21.5308432,295.1284276,273.5975844,6.6895390233469305,6.7021047364994955,1.0,1.0,0.0
moderate_seed3302,moderate,C4-CANDIDATE,C5-CANDIDATE,0.0,0.13953281761623015,0.13984710960974936,0.00031429199351920567,0.0,0.0,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,19.9914791,295.0157653,275.0242862,0.1381717609274676,0.13832063881920517,1.0,1.0,0.0
moderate_seed4302,moderate,C4-CANDIDATE,C5-CANDIDATE,0.0,0.016240295448157305,0.016240295448157305,0.0,0.0,0.0,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,19.1544424,295.0240533,275.8696109,0.012400155512790185,0.012383027346856507,1.0,1.0,0.0
moderate_seed5301,moderate,C4-CANDIDATE,C5-CANDIDATE,0.0,0.08358982994364039,0.08450251911563354,0.0009126891719931501,0.0,0.0,False,False,observed_common_window,no_interpolation_no_post_last_event_extension,20.671035,295.0197813,274.34874629999996,0.07949434892960736,0.0831752125992182,1.0,1.0,0.0
