parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,2.25897,L1.0,0,1,L1.1,2.28603,0,2.28603,1e-07,"complete_child_lp_infeasibility"
L2,1.98143,L2.0,1.98833,0,L2.1,2.07891,0,1.98833,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L3,2.19766,L3.0,2.19766,0,L3.1,2.31641,0,2.19766,1e-07,"no_strict_child_disjunction_gain"
L2.0,1.98833,L2.0.0,2.00152,0,L2.0.1,2.02248,0,2.00152,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0,2.00152,L2.0.0.0,2.12008,0,L2.0.0.1,2.01133,0,2.01133,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.1,2.01133,L2.0.0.1.0,2.04043,0,L2.0.0.1.1,2.01632,0,2.01632,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.1.1,2.01632,L2.0.0.1.1.0,2.02127,0,L2.0.0.1.1.1,2.01889,0,2.01889,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.1,2.02248,L2.0.1.0,2.02249,0,L2.0.1.1,2.04922,0,2.02249,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.1.1.0,2.02702,L2.0.0.1.1.0.0,2.0307,0,L2.0.0.1.1.0.1,2.02235,0,2.02235,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.1.1.1,2.02702,L2.0.0.1.1.1.0,2.02004,0,L2.0.0.1.1.1.1,2.02069,0,2.02004,1e-07,"no_strict_child_disjunction_gain"
L2.0.1.0,2.02989,L2.0.1.0.0,2.02263,0,L2.0.1.0.1,2.03438,0,2.02263,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.1.0,2.04043,L2.0.0.1.0.0,2.0831,0,L2.0.0.1.0.1,2.04231,0,2.04231,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.1.1,2.04922,L2.0.1.1.0,2.04922,0,L2.0.1.1.1,2.06407,0,2.04922,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.1.0.1,2.05816,L2.0.0.1.0.1.0,2.06338,0,L2.0.0.1.0.1.1,2.04325,0,2.04325,1e-07,"no_strict_child_disjunction_gain"
L2.1,2.07891,L2.1.0,2.07891,0,L2.1.1,2.13829,0,2.07891,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.1.0.0,2.0831,L2.0.0.1.0.0.0,2.10494,0,L2.0.0.1.0.0.1,2.08398,0,2.08398,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.1.0.0.1,2.09945,L2.0.0.1.0.0.1.0,2.09483,0,L2.0.0.1.0.0.1.1,2.08442,0,2.08442,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.1.0.0.0,2.10494,L2.0.0.1.0.0.0.0,2.116,0,L2.0.0.1.0.0.0.1,2.10538,0,2.10538,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0,2.12008,L2.0.0.0.0,2.21157,0,L2.0.0.0.1,2.12359,0,2.12359,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.1.0.0.0.0,2.12058,L2.0.0.1.0.0.0.0.0,2.12154,0,L2.0.0.1.0.0.0.0.1,2.11621,0,2.11621,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.1.0.0.0.1,2.12058,L2.0.0.1.0.0.0.1.0,2.1109,0,L2.0.0.1.0.0.0.1.1,2.1056,0,2.1056,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.1,2.12359,L2.0.0.0.1.0,2.16859,0,L2.0.0.0.1.1,2.12535,0,2.12535,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.1.1,2.14197,L2.0.0.0.1.1.0,2.14774,0,L2.0.0.0.1.1.1,2.12623,0,2.12623,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.1.0,2.16859,L2.0.0.0.1.0.0,2.19142,0,L2.0.0.0.1.0.1,2.16947,0,2.16947,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.1.0.1,2.18542,L2.0.0.0.1.0.1.0,2.18085,0,L2.0.0.0.1.0.1.1,2.1699,0,2.1699,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.1.0.0,2.19142,L2.0.0.0.1.0.0.0,2.20292,0,L2.0.0.0.1.0.0.1,2.19186,0,2.19186,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.1.0.0.0,2.20748,L2.0.0.0.1.0.0.0.0,2.20878,0,L2.0.0.0.1.0.0.0.1,2.20314,0,2.20314,1e-07,"no_strict_child_disjunction_gain"
