parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L2.0.0.0.1.0.0.1,2.20748,L2.0.0.0.1.0.0.1.0,2.1976,0,L2.0.0.0.1.0.0.1.1,2.19207,0,2.19207,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.0,2.21157,L2.0.0.0.0.0,2.26197,0,L2.0.0.0.0.1,2.21329,0,2.21329,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.0.0.1,2.21329,L2.0.0.0.0.1.0,2.23838,0,L2.0.0.0.0.1.1,2.21415,0,2.21415,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.0.1.1,2.23119,L2.0.0.0.0.1.1.0,2.22667,0,L2.0.0.0.0.1.1.1,2.21459,0,2.21459,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.0.1.0,2.23838,L2.0.0.0.0.1.0.0,2.251,0,L2.0.0.0.0.1.0.1,2.23881,0,2.23881,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.0.1.0.0,2.25607,L2.0.0.0.0.1.0.0.0,2.25734,0,L2.0.0.0.0.1.0.0.1,2.25122,0,2.25122,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.0.1.0.1,2.25607,L2.0.0.0.0.1.0.1.0,2.24511,0,L2.0.0.0.0.1.0.1.1,2.23902,0,2.23902,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.0.0,2.26197,L2.0.0.0.0.0.0,2.28752,0,L2.0.0.0.0.0.1,2.26283,0,2.26283,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.0.0.1,2.28119,L2.0.0.0.0.0.1.0,2.27557,0,L2.0.0.0.0.0.1.1,2.26326,0,2.26326,1e-07,"no_strict_child_disjunction_gain"
L1.1,2.28603,L1.1.0,0,1,L1.1.1,2.29964,0,2.29964,1e-07,"complete_child_lp_infeasibility"
L2.0.0.0.0.0.0,2.28752,L2.0.0.0.0.0.0.0,2.30041,0,L2.0.0.0.0.0.0.1,2.28795,0,2.28795,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L1.1.1,2.29964,L1.1.1.0,0,1,L1.1.1.1,2.3065,0,2.3065,1e-07,"complete_child_lp_infeasibility"
L1.1.1.1,2.3065,L1.1.1.1.0,0,1,L1.1.1.1.1,2.30993,0,2.30993,1e-07,"complete_child_lp_infeasibility"
L2.0.0.0.0.0.0.0,2.30656,L2.0.0.0.0.0.0.0.0,2.30688,0,L2.0.0.0.0.0.0.0.1,2.30063,0,2.30063,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.0.0.0.0.1,2.30656,L2.0.0.0.0.0.0.1.0,2.29438,0,L2.0.0.0.0.0.0.1.1,2.28816,0,2.28816,1e-07,"no_strict_child_disjunction_gain"
L1.1.1.1.1,2.30993,L1.1.1.1.1.0,0,1,L1.1.1.1.1.1,2.31165,0,2.31165,1e-07,"complete_child_lp_infeasibility"
L1.1.1.1.1.1,2.31165,L1.1.1.1.1.1.0,2.33927,0,L1.1.1.1.1.1.1,2.31251,0,2.31251,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L1.1.1.1.1.1.1,2.31251,L1.1.1.1.1.1.1.0,2.32615,0,L1.1.1.1.1.1.1.1,2.31294,0,2.31294,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L1.1.1.1.1.1.1.1,2.31294,L1.1.1.1.1.1.1.1.0,2.31961,0,L1.1.1.1.1.1.1.1.1,2.31315,0,2.31315,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L1.1.1.1.1.1.1.0,2.32615,L1.1.1.1.1.1.1.0.0,2.33312,0,L1.1.1.1.1.1.1.0.1,2.32636,0,2.32636,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L1.1.1.1.1.1.0,2.33927,L1.1.1.1.1.1.0.0,0,1,L1.1.1.1.1.1.0.1,2.33969,0,2.33969,1e-07,"complete_child_lp_infeasibility"
L1.1.1.1.1.1.0.1,2.33969,L1.1.1.1.1.1.0.1.0,2.3467,0,L1.1.1.1.1.1.0.1.1,2.3399,0,2.3399,1e-07,"normalized_child_disjunction_gain_reaches_rho"
