run_id,node_uid,parent_uid,event,row_attachment_mode,theoretical_full_rows,theoretical_full_bounds,inherited_rows,inherited_bounds,exact_duplicate_rows_omitted,identical_bounds_omitted,dominance_omissions,delta_rows_attached,delta_bounds_attached,row_factory_seconds,families,aggregate_signature,status,failure_reason
mechanism_gate__tight_T_seed3101__factory_delta__30s,1,0,branch_bounds_only,exact-incremental-delta,1442,42,1443,42,261,41,0,0,1,0.015138800000000001,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,de363c217aacc6bb,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,2,0,branch_bounds_only,exact-incremental-delta,1443,42,1443,42,2,31,0,0,11,0.014764299999999999,direct_gini_cap|direct_gini_floor|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick|variable_s_low_gini_centering,f84cb76467193313,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,1,0,deferred_first_relaxation_attach,exact-incremental-delta,1442,42,1443,42,261,42,0,1181,0,0.014936899999999999,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,de363c217aacc6bb,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,3,1,branch_bounds_only,exact-incremental-delta,1442,42,2624,42,261,41,0,0,1,0.0145556,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,f5c84b9e4a9e8597,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,4,1,branch_bounds_only,exact-incremental-delta,1442,42,2624,42,806,38,0,0,4,0.014650699999999999,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,cd0d892980f8e9b5,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,3,1,deferred_first_relaxation_attach,exact-incremental-delta,1442,42,2624,42,261,42,0,1181,0,0.0144271,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,f5c84b9e4a9e8597,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,5,3,branch_bounds_only,exact-incremental-delta,1442,42,3805,42,261,41,0,0,1,0.014527099999999999,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,e458ba737254726d,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,6,3,branch_bounds_only,exact-incremental-delta,1442,42,3805,42,806,39,0,0,3,0.0159522,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,0d309ba66f2c2aff,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,5,3,deferred_first_relaxation_attach,exact-incremental-delta,1442,42,3805,42,261,42,0,1181,0,0.0143789,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,e458ba737254726d,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,7,5,branch_bounds_only,exact-incremental-delta,1442,42,4986,42,261,41,0,0,1,0.014256400000000001,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,7f57889b4b2c5a30,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,8,5,branch_bounds_only,exact-incremental-delta,1442,42,4986,42,806,39,0,0,3,0.0146561,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,7d2b0c30b3d37984,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,7,5,deferred_first_relaxation_attach,exact-incremental-delta,1442,42,4986,42,261,42,0,1181,0,0.014303,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,7f57889b4b2c5a30,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,9,7,branch_bounds_only,exact-incremental-delta,1442,42,6167,42,261,41,0,0,1,0.0143061,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,9da91f8530fe9f84,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,10,7,branch_bounds_only,exact-incremental-delta,1442,42,6167,42,1191,41,0,0,1,0.0146242,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,40a885b9840ffcca,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,8,5,deferred_first_relaxation_attach,exact-incremental-delta,1442,42,4986,42,806,42,0,636,0,0.015209,direct_gini_floor|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|required_station_movement|sp_product_mccormick,7d2b0c30b3d37984,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,11,8,branch_bounds_only,exact-incremental-delta,1442,42,5622,42,261,41,0,0,1,0.014896100000000001,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,99d7bea2e6ccd124,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,12,8,branch_bounds_only,exact-incremental-delta,1442,42,5622,42,1191,41,0,0,1,0.014825100000000001,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,d2591eab428bd467,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,11,8,deferred_first_relaxation_attach,exact-incremental-delta,1442,42,5622,42,261,42,0,1181,0,0.0149458,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,99d7bea2e6ccd124,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,13,11,branch_bounds_only,exact-incremental-delta,1442,42,6803,42,261,41,0,0,1,0.014402,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,07dfdc33bdda2be7,passed,
mechanism_gate__tight_T_seed3101__factory_delta__30s,14,11,branch_bounds_only,exact-incremental-delta,1442,42,6803,42,1191,41,0,0,1,0.014385800000000001,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,66607b9da055b544,passed,
