run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage2__V12_M2__s0c__900s,checkpoint,1,True,fresh,0.80048450000000004,0.19951549999999996,0.37874589033134765,0,1,2863,0,0,0.7185040707549709,0.4728688315803431
round23_stage2__V12_M2__s0c__900s,checkpoint,2,True,fresh,1.0898402,0.9101598,0.37875660869276095,0,1,2926,0,0,0.7185040707549709,0.47285391397326254
round23_stage2__V12_M2__s0c__900s,checkpoint,5,True,fresh,4.9488678000000004,0.05113219999999963,0.64349991059840128,9,4,10406,6,0,0.7185040707549709,0.1043893322382415
round23_stage2__V12_M2__s0c__900s,checkpoint,10,True,fresh,9.8610238999999993,0.1389761000000007,0.65841871143286745,180,63,27234,33,88,0.7185040707549709,0.08362563521591261
round23_stage2__V12_M2__s0c__900s,checkpoint,15,True,fresh,14.996691800000001,0.0033081999999993172,0.66237585976230373,456,156,54655,45,261,0.7185040707549709,0.07811815308671842
round23_stage2__V12_M2__s0c__900s,checkpoint,20,True,fresh,19.987746600000001,0.012253399999998749,0.66634636844709449,829,375,85080,64,538,0.7185040707549709,0.0725920762746292
round23_stage2__V12_M2__s0c__900s,checkpoint,30,True,fresh,29.9831249,0.016875100000000032,0.67305217079706547,1520,711,150405,74,1042,0.7185040707549709,0.06325907090567584
round23_stage2__V12_M2__s0c__900s,checkpoint,45,True,fresh,44.882471600000002,0.11752839999999765,0.67977053105322571,2605,1184,241253,87,1810,0.7185040707549709,0.05390858768697829
round23_stage2__V12_M2__s0c__900s,checkpoint,60,True,fresh,59.985779100000002,0.014220899999997982,0.68342735615857486,3550,1539,327691,101,2448,0.7185040707549709,0.048819089583638765
round23_stage2__V12_M2__s0c__900s,checkpoint,90,True,fresh,89.998881999999995,0.0011180000000052814,0.68932195174671484,5081,1781,468772,107,3330,0.7185040707549709,0.04061510601824823
round23_stage2__V12_M2__s0c__900s,checkpoint,120,True,fresh,119.6786039,0.3213961000000012,0.69448429254099098,6651,2038,604816,117,4234,0.7185040707549709,0.03343026044200566
round23_stage2__V12_M2__s0c__900s,checkpoint,180,True,fresh,179.92386339999999,0.07613660000001232,0.70100330934155564,10085,2676,862234,119,6268,0.7185040707549709,0.024357219570135886
round23_stage2__V12_M2__s0c__900s,checkpoint,240,True,fresh,239.6171641,0.38283590000000345,0.70505751266445027,13375,3283,1081972,134,8211,0.7185040707549709,0.01871465818751955
round23_stage2__V12_M2__s0c__900s,checkpoint,300,True,fresh,299.8474751,0.15252490000000307,0.70785509565863458,16524,3842,1284083,135,10072,0.7185040707549709,0.014821036553275031
round23_stage2__V12_M2__s0c__900s,checkpoint,450,True,fresh,449.90803899999997,0.09196100000002616,0.71247384641416545,22789,4027,1656561,137,13300,0.7185040707549709,0.008392749027112938
round23_stage2__V12_M2__s0c__900s,checkpoint,600,True,fresh,599.70427500000005,0.2957249999999476,0.71553154916897543,28393,3348,1937686,139,15764,0.7185040707549709,0.00413709776601835
round23_stage2__V12_M2__s0c__900s,checkpoint,750,True,fresh,749.37982690000001,0.6201730999999882,0.71802330659665392,32252,436,2058892,141,16679,0.7185040707549709,0.0006691182108569382
round23_stage2__V12_M2__s0c__900s,checkpoint,900,True,stale,757.44186190000005,142.55813809999995,0.71850407075497102,32714,0,2061820,141,16701,0.7185040707549709,0.0
round23_stage2__V12_M2__s0c__900s,solver_final,solver_final,True,solver_final,757.44858769999996,0,0.71850407075497102,32714,0,2061820,141,16701,0.7185040707549709,0.0
