instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round33_v10_high_imbalance_M3_Q20_seed434104496.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,3.46277,0.569597,19.2878,3,9,53,49,4,"3587.39|3581.06|993.315",true,0.0001087,true,
round33_v10_high_imbalance_M3_Q20_seed434104496.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,3.24973,0.547334,18.016,3,9,63,58,5,"3509.66|3530.99|3599.72",true,0.0002185,true,
round33_v10_high_imbalance_M3_Q20_seed434104496.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,3.44848,0.573628,19.1657,3,9,57,53,4,"3587.39|3505.5|1473.32",true,0.0003079,false,
