station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,3,11,3
2,5,13,5
3,16,11,16
4,19,12,15
5,2,8,3
6,3,11,3
7,14,9,14
8,2,11,3
9,26,17,17
10,24,16,16
11,3,10,3
12,4,11,4
13,5,15,11
14,15,10,11
15,18,12,18
16,20,13,13
17,16,10,13
18,24,15,18
19,19,13,13
20,9,27,23
21,3,10,3
22,5,12,5
23,9,22,21
24,18,12,18
25,7,19,14
26,7,20,17
27,19,12,15
28,14,10,14
29,15,9,15
30,9,20,9
