event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.074000120162963867,0.14154000171675282,false,1e+100,true,0,0,0,0,3,1,MIP
1,0.082999944686889648,0.15045711392160421,true,7.6003640340329159,true,0,0,0,4.9406564584124654e-324,3,1,MIP
2,0.14599990844726562,0.29986871557108058,true,7.6003640340329159,true,1.5878286181222114,0,0,4.9406564584124654e-324,3,1,MIP
3,0.17000007629394531,0.34138324013433896,true,7.6003640340329159,true,1.5903842040455232,0,0,4.9406564584124654e-324,3,1,MIP
4,0.24099993705749512,0.44479032995102136,true,7.4113562937039639,true,1.5903842040455232,0,0,9.8813129168249309e-324,3,1,MIP
5,0.35299992561340332,0.70362944183308518,true,7.4113562937039639,true,1.7599660607200227,0,0,9.8813129168249309e-324,3,1,MIP
6,0.375,0.72726548040939809,true,6.8715291056937193,true,1.7610973537007772,0,0,1.9762625833649862e-323,3,1,MIP
7,0.40400004386901855,0.78921311424596052,true,6.8715291056937193,true,1.7627829771978365,0,0,1.9762625833649862e-323,3,1,MIP
8,0.53699994087219238,1.0446714037357747,true,6.8715291056937193,true,1.7720693295685233,0,0,1.9762625833649862e-323,3,1,MIP
9,0.55100011825561523,1.0613100763594887,true,6.8707103562613137,true,1.7722030010800089,0,0,2.4703282292062327e-323,3,1,MIP
10,0.56100010871887207,1.0790940248138434,true,6.8707103562613137,true,1.7723511908682312,0,0,2.4703282292062327e-323,3,1,MIP
11,0.7780001163482666,1.5042836699860023,true,6.8707103562613137,true,1.8408175614160325,0,0,2.4703282292062327e-323,3,1,MIP
12,0.79200005531311035,1.5202885786660376,true,6.8707103562613137,true,1.8459111710777725,0,0,2.4703282292062327e-323,3,1,MIP
13,0.89700007438659668,1.6652492307510454,true,6.8707103562613137,true,1.8459111710777725,0,0,2.4703282292062327e-323,3,1,MIP
14,0.96300005912780762,1.8226464346965681,true,6.8707103562613137,true,1.8674077850909441,0,0,2.4703282292062327e-323,3,1,MIP
15,1.0090000629425049,1.9086837147597646,true,6.8707103562613137,true,1.8697548732869109,0,0,2.4703282292062327e-323,3,1,MIP
16,1.125999927520752,2.1175001854569397,true,6.8707103562613137,true,1.8728843437246838,0,0,2.4703282292062327e-323,3,1,MIP
17,1.1370000839233398,2.1312861600885187,true,6.8707103562613137,true,1.8778350716191907,0,0,2.4703282292062327e-323,3,1,MIP
18,1.3500001430511475,2.4035974613621081,true,6.7025918964551119,true,1.8778350716191907,0,0,5.9287877500949585e-323,3,1,MIP
19,1.4620001316070557,2.5832359306598303,true,6.7025918964551119,true,1.8778350716191907,0,0,5.9287877500949585e-323,3,1,MIP
20,1.564000129699707,2.7506880785080412,true,6.7025918964551119,true,1.8778350716191907,0,0,5.9287877500949585e-323,3,1,MIP
21,1.6670000553131104,2.9265461644114237,true,6.7025918964551119,true,1.8778350716191907,0,0,5.9287877500949585e-323,3,1,MIP
22,1.8470001220703125,3.1928620724941923,true,6.7025918964551119,true,1.8778350716191907,0,0,5.9287877500949585e-323,3,1,MIP
23,2.0320000648498535,3.5747013857694911,true,6.6820679223668327,true,1.8778350716191907,2,4,6.4228533959362051e-323,3,1,MIP
24,2.0350000858306885,3.580425789245874,true,6.6820679223668327,true,1.9272365806345451,3,5,6.4228533959362051e-323,3,1,MIP
25,2.1470000743865967,3.8140321508375972,true,6.6820679223668327,true,1.9272365806345451,14,14,6.4228533959362051e-323,3,1,MIP
26,2.247999906539917,4.0232723035736067,true,6.6820679223668327,true,1.9272365806345451,23,21,6.4228533959362051e-323,3,1,MIP
27,2.3299999237060547,4.1857700446782831,true,6.6820679223668327,true,1.9314555405081029,31,23,6.4228533959362051e-323,3,1,MIP
28,2.4340000152587891,4.3842378676043925,true,6.6820679223668327,true,1.9314555405081029,37,29,6.4228533959362051e-323,3,1,MIP
29,2.5399999618530273,4.545049429154763,true,6.6621848528130929,true,1.9314555405081029,40,32,8.3991159793011913e-323,3,1,MIP
30,2.5699999332427979,4.5901371430589739,true,6.6616995357242761,true,1.9314555405081029,41,33,1.0869444208507424e-322,3,1,MIP
