row,instance,V,M,status,certified_original_problem,objective,lower_bound,upper_bound,gap,unresolved_intervals,oracle_bound_merged_leaves,oracle_bound_closed_leaves,oracle_bound_best_global_lb,auto_interval_oracle_leaves_attempted,auto_interval_oracle_leaves_closed,auto_interval_oracle_remaining_open_leaves,bpc_fallback_auto_called,bpc_fallback_leaves_attempted,bpc_fallback_leaves_closed,full_ledger_merge_status,plateau_reason,result_json
moderate_seed3301,moderate_seed3301.txt,,,gcap_frontier_not_closed,False,0.0491525526647,0.047773,0.0491525526647,0.0280667552335,2,9,7,0.047773,13,7,2,True,2,0,no_leaves_closed,automatic_interval_oracle_left_open_leaves,results\oracle_bound_merge_round\raw\moderate_seed3301.json
tight_T_seed3102,tight_T_seed3102.txt,,,gcap_frontier_not_closed,False,0.600704436685,0.450176109171,0.600704436685,0.250586342169,2,2,0,0.450176109171,6,0,2,True,2,0,partial_merge_remaining_open_leaves,automatic_interval_oracle_left_open_leaves,results\oracle_bound_merge_round\raw\tight_T_seed3102.json
high_imbalance_seed3201,high_imbalance_seed3201.txt,,,gcap_frontier_not_closed,False,2.44340319194,2.141566,2.44340319194,0.123531471571,3,3,0,2.141566,9,0,3,True,3,0,partial_merge_remaining_open_leaves,automatic_interval_oracle_left_open_leaves,results\oracle_bound_merge_round\raw\high_imbalance_seed3201.json
v12_m2_300s,regen_candidate_V12_M2_average.txt,,,optimal,True,0.718504070755,0.718504070755,0.718504070755,0,0,0,0,0,0,0,0,False,0,0,already_closed_before_auto_oracle,certified,results\oracle_bound_merge_round\raw\v12_m2_300s.json
v12_m1_600s,regen_candidate_V12_M1_average.txt,,,optimal,True,0.357200583208,0.357200583208,0.357200583208,0,0,0,0,0,0,0,0,False,0,0,already_closed_before_auto_oracle,certified,results\oracle_bound_merge_round\raw\v12_m1_600s.json
high_imbalance_seed3202,high_imbalance_seed3202.txt,,,optimal,True,1.74931345205,1.74931345205,1.74931345205,0,0,0,0,0,0,0,0,False,0,0,already_closed_before_auto_oracle,certified,results\oracle_bound_merge_round\raw\high_imbalance_seed3202.json
tight_T_seed3101,tight_T_seed3101.txt,,,optimal,True,0.107252734134,0.107252734134,0.107252734134,0,0,0,0,0,0,0,0,False,0,0,already_closed_before_auto_oracle,certified,results\oracle_bound_merge_round\raw\tight_T_seed3101.json
