row,instance,V,M,status,certified_original_problem,objective,lower_bound,upper_bound,gap,unresolved_intervals,oracle_bound_merged_leaves,oracle_bound_closed_leaves,oracle_bound_best_global_lb,auto_interval_oracle_leaves_attempted,auto_interval_oracle_leaves_closed,auto_interval_oracle_remaining_open_leaves,bpc_fallback_auto_called,bpc_fallback_leaves_attempted,bpc_fallback_leaves_closed,full_ledger_merge_status,plateau_reason,result_json
tight_T_seed3102,tight_T_seed3102.txt,,,gcap_frontier_not_closed,False,0.600704436685,0.450176109171,0.600704436685,0.250586342169,2,2,0,0.450176109171,6,0,2,True,2,0,partial_merge_remaining_open_leaves,automatic_interval_oracle_left_open_leaves,results\oracle_bound_merge_round\raw\tight_T_seed3102.json
