vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,21,25,14,0,0,14,427.39165589518706,840.0,21
0,2,21,25,34,4,0,14,18,35.61680063612364,240.0,23
0,3,25,34,29,0,4,18,14,193.6288727932281,240.0,11
0,4,34,29,10,0,6,14,8,136.06944543454202,360.0,11
0,5,29,10,0,0,8,8,0,269.75021585819235,480.0,16
1,1,0,44,45,9,0,0,9,667.022697670839,540.0,14
1,2,44,45,42,0,9,9,0,171.45288485069685,540.0,16
1,3,45,42,27,6,0,0,6,156.26054194007702,360.0,19
1,4,42,27,0,0,6,6,0,294.60827061294884,360.0,14
2,1,0,17,35,7,0,0,7,446.1266168953288,420.0,15
2,2,17,35,28,0,4,7,3,152.8268947900194,240.0,10
2,3,35,28,47,7,0,3,10,168.0789867241189,420.0,16
2,4,28,47,31,0,8,10,2,234.96754626589998,480.0,15
2,5,47,31,4,1,0,2,3,200.56511305368818,60.0,18
2,6,31,4,0,0,3,3,0,391.4524826789514,180.0,10
3,1,0,15,9,10,0,0,10,461.3175682586855,600.0,13
3,2,15,9,7,3,0,10,13,116.00314212238162,180.0,18
3,3,9,7,3,4,0,13,17,84.47303571079202,240.0,18
3,4,7,3,5,0,7,17,10,208.3956288995788,420.0,12
3,5,3,5,1,0,7,10,3,367.2708525059165,420.0,13
3,6,5,1,0,0,3,3,0,245.6856990702436,180.0,9
