variant_name,time_limit_seconds,interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
baseline_300_moderate_seed3301,300,2,1,273.3004118,exact-label,exact-label,173945096,0,173945096,551610189,0,0,0,0,0,107390663,0,0,0.00469307183545,0,not_run
