elapsed_seconds,event,leaf_id,gamma_L,gamma_U,attempt,native_status,native_bound,native_bound_available,incumbent,incumbent_available,global_lb,verified_ub,open_leaf_count,failure_reason
30.157474400000002,attempt,L0,0,0.048909051637253093,0,TIME_LIMIT,0.15561476199603727,1,0,0,0.048909051637253093,0.19563620654901237,1,none
60.308144499999997,attempt,L1,0.048909051637253093,0.097818103274506185,0,TIME_LIMIT,0.15949765678682276,1,0,0,0.097818103274506185,0.19563620654901237,1,none
90.458635599999994,attempt,L2,0.097818103274506185,0.14672715491175928,0,TIME_LIMIT,0.18526005720464639,1,0,0,0.14672715491175928,0.19563620654901237,1,none
91.1831344,attempt,L3,0.14672715491175928,0.19563620654901237,0,INFEASIBLE,1e+100,1,0,0,0.15561476199603727,0.19563620654901237,1,none
151.20813960000001,attempt,L0,0,0.048909051637253093,1,TIME_LIMIT,0.15986358119059038,1,0,0,0.15949765678682276,0.19563620654901237,1,none
211.25301210000001,attempt,L1,0.048909051637253093,0.097818103274506185,1,TIME_LIMIT,0.15990927736074856,1,0,0,0.15986358119059038,0.19563620654901237,1,none
211.25310189999999,split,L0,0,0.048909051637253093,-1,not_run,0,false,0,false,0.15986358119059038,0.19563620654901237,2,none
213.32563020000001,attempt,L0.0,0,0.024454525818626546,0,INFEASIBLE,1e+100,1,0,0,0.15986358119059038,0.19563620654901237,1,none
243.47628159999999,attempt,L0.1,0.024454525818626546,0.048909051637253093,0,TIME_LIMIT,0.15864350351763651,1,0,0,0.15986358119059038,0.19563620654901237,1,none
269.57880610000001,attempt,L0.1,0.024454525818626546,0.048909051637253093,1,TIME_LIMIT,0.15869328175161648,1,0,0,0.15986358119059038,0.19563620654901237,1,none
